,State,County,Latitude,Longitude,AveragePop2015to2019
533,GA,Thomas,32.6781248,-83.2229757,44630
534,GA,Tift,32.6781248,-83.2229757,40541
535,GA,Toombs,32.6781248,-83.2229757,26972
536,GA,Towns,32.6781248,-83.2229757,11617
537,GA,Treutlen,32.6781248,-83.2229757,6794
538,GA,Troup,32.6781248,-83.2229757,69919
539,GA,Turner,32.6781248,-83.2229757,7942
540,GA,Twiggs,32.6781248,-83.2229757,8228
541,GA,Union,32.6781248,-83.2229757,23287
542,GA,Upson,32.6781248,-83.2229757,26236
543,GA,Walker,32.6781248,-83.2229757,69039
544,GA,Walton,32.6781248,-83.2229757,91442
545,GA,Ware,32.6781248,-83.2229757,35592
546,GA,Warren,32.6781248,-83.2229757,5297
547,GA,Washington,32.6781248,-83.2229757,20435
548,GA,Wayne,32.6781248,-83.2229757,29787
549,GA,Webster,32.6781248,-83.2229757,2609
550,GA,Wheeler,32.6781248,-83.2229757,7927
551,GA,White,32.6781248,-83.2229757,29489
552,GA,Whitfield,32.6781248,-83.2229757,104237
553,GA,Wilcox,32.6781248,-83.2229757,8823
554,GA,Wilkes,32.6781248,-83.2229757,9844
555,GA,Wilkinson,32.6781248,-83.2229757,9010
556,GA,Worth,32.6781248,-83.2229757,20493
557,HI,Hawaii,20.46,-157.505,1422093
558,HI,Hawaii,20.46,-157.505,199458
559,HI,Honolulu,20.46,-157.505,984821
560,HI,Kalawao,20.46,-157.505,86
561,HI,Kauai,20.46,-157.505,71769
562,HI,Maui,20.46,-157.505,165957
563,ID,Idaho,45.4945756,-114.1424303,1717751
564,ID,Ada,45.4945756,-114.1424303,456849
565,ID,Adams,45.4945756,-114.1424303,4097
566,ID,Bannock,45.4945756,-114.1424303,85764
567,ID,Bear Lake,45.4945756,-114.1424303,5999
568,ID,Benewah,45.4945756,-114.1424303,9138
569,ID,Bingham,45.4945756,-114.1424303,45839
570,ID,Blaine,45.4945756,-114.1424303,22372
571,ID,Boise,45.4945756,-114.1424303,7378
572,ID,Bonner,45.4945756,-114.1424303,43611
573,ID,Bonneville,45.4945756,-114.1424303,114392
574,ID,Boundary,45.4945756,-114.1424303,11845
575,ID,Butte,45.4945756,-114.1424303,2581
576,ID,Camas,45.4945756,-114.1424303,1095
577,ID,Canyon,45.4945756,-114.1424303,217633
578,ID,Caribou,45.4945756,-114.1424303,6953
579,ID,Cassia,45.4945756,-114.1424303,23689
580,ID,Clark,45.4945756,-114.1424303,866
581,ID,Clearwater,45.4945756,-114.1424303,8673
582,ID,Custer,45.4945756,-114.1424303,4168
583,ID,Elmore,45.4945756,-114.1424303,26743
584,ID,Franklin,45.4945756,-114.1424303,13464
585,ID,Fremont,45.4945756,-114.1424303,13020
586,ID,Gem,45.4945756,-114.1424303,17330
587,ID,Gooding,45.4945756,-114.1424303,15147
588,ID,Idaho,45.4945756,-114.1424303,16410
589,ID,Jefferson,45.4945756,-114.1424303,28534
590,ID,Jerome,45.4945756,-114.1424303,23730
591,ID,Kootenai,45.4945756,-114.1424303,157322
592,ID,Latah,45.4945756,-114.1424303,39504
593,ID,Lemhi,45.4945756,-114.1424303,7846
594,ID,Lewis,45.4945756,-114.1424303,3838
595,ID,Lincoln,45.4945756,-114.1424303,5350
596,ID,Madison,45.4945756,-114.1424303,39099
597,ID,Minidoka,45.4945756,-114.1424303,20704
598,ID,Nez Perce,45.4945756,-114.1424303,40216
599,ID,Oneida,45.4945756,-114.1424303,4385
600,ID,Owyhee,45.4945756,-114.1424303,11552
601,ID,Payette,45.4945756,-114.1424303,23259
602,ID,Power,45.4945756,-114.1424303,7671
603,ID,Shoshone,45.4945756,-114.1424303,12609
604,ID,Teton,45.4945756,-114.1424303,11425
605,ID,Twin Falls,45.4945756,-114.1424303,84869
606,ID,Valley,45.4945756,-114.1424303,10709
607,ID,Washington,45.4945756,-114.1424303,10056
608,IL,Illinois,39.739318,-89.504139,12770632
609,IL,Adams,39.739318,-89.504139,66085
610,IL,Alexander,39.739318,-89.504139,6260
611,IL,Bond,39.739318,-89.504139,16588
612,IL,Boone,39.739318,-89.504139,53537
613,IL,Brown,39.739318,-89.504139,6628
614,IL,Bureau,39.739318,-89.504139,33122
615,IL,Calhoun,39.739318,-89.504139,4829
616,IL,Carroll,39.739318,-89.504139,14466
617,IL,Cass,39.739318,-89.504139,12493
618,IL,Champaign,39.739318,-89.504139,209922
619,IL,Christian,39.739318,-89.504139,32931
620,IL,Clark,39.739318,-89.504139,15715
621,IL,Clay,39.739318,-89.504139,13287
622,IL,Clinton,39.739318,-89.504139,37633
623,IL,Coles,39.739318,-89.504139,51353
624,IL,Cook,39.739318,-89.504139,5198274
625,IL,Crawford,39.739318,-89.504139,18972
626,IL,Cumberland,39.739318,-89.504139,10835
627,IL,DeKalb,39.739318,-89.504139,104366
628,IL,De Witt,39.739318,-89.504139,15931
629,IL,Douglas,39.739318,-89.504139,19622
630,IL,DuPage,39.739318,-89.504139,929059
631,IL,Edgar,39.739318,-89.504139,17406
632,IL,Edwards,39.739318,-89.504139,6455
633,IL,Effingham,39.739318,-89.504139,34136
634,IL,Fayette,39.739318,-89.504139,21564
635,IL,Ford,39.739318,-89.504139,13270
636,IL,Franklin,39.739318,-89.504139,38923
637,IL,Fulton,39.739318,-89.504139,35092
638,IL,Gallatin,39.739318,-89.504139,5064
639,IL,Greene,39.739318,-89.504139,13131
640,IL,Grundy,39.739318,-89.504139,50665
641,IL,Hamilton,39.739318,-89.504139,8175
642,IL,Hancock,39.739318,-89.504139,17983
643,IL,Hardin,39.739318,-89.504139,3938
644,IL,Henderson,39.739318,-89.504139,6809
645,IL,Henry,39.739318,-89.504139,49267
646,IL,Iroquois,39.739318,-89.504139,27812
647,IL,Jackson,39.739318,-89.504139,57976
648,IL,Jasper,39.739318,-89.504139,9594
649,IL,Jefferson,39.739318,-89.504139,37984
650,IL,Jersey,39.739318,-89.504139,21937
651,IL,Jo Daviess,39.739318,-89.504139,21588
652,IL,Johnson,39.739318,-89.504139,12494
653,IL,Kane,39.739318,-89.504139,531376
654,IL,Kankakee,39.739318,-89.504139,110637
655,IL,Kendall,39.739318,-89.504139,126054
656,IL,Knox,39.739318,-89.504139,50508
657,IL,Lake,39.739318,-89.504139,701473
658,IL,LaSalle,39.739318,-89.504139,109736
659,IL,Lawrence,39.739318,-89.504139,16033
660,IL,Lee,39.739318,-89.504139,34389
661,IL,Livingston,39.739318,-89.504139,36039
662,IL,Logan,39.739318,-89.504139,29002
663,IL,McDonough,39.739318,-89.504139,30479
664,IL,McHenry,39.739318,-89.504139,307714
665,IL,McLean,39.739318,-89.504139,172578
666,IL,Macon,39.739318,-89.504139,105527
667,IL,Macoupin,39.739318,-89.504139,45463
668,IL,Madison,39.739318,-89.504139,264776
669,IL,Marion,39.739318,-89.504139,37743
670,IL,Marshall,39.739318,-89.504139,11679
671,IL,Mason,39.739318,-89.504139,13621
672,IL,Massac,39.739318,-89.504139,14218
673,IL,Menard,39.739318,-89.504139,12306
674,IL,Mercer,39.739318,-89.504139,15588
675,IL,Monroe,39.739318,-89.504139,34168
676,IL,Montgomery,39.739318,-89.504139,28827
677,IL,Morgan,39.739318,-89.504139,34247
678,IL,Moultrie,39.739318,-89.504139,14640
679,IL,Ogle,39.739318,-89.504139,51024
680,IL,Peoria,39.739318,-89.504139,182769
681,IL,Perry,39.739318,-89.504139,21250
682,IL,Piatt,39.739318,-89.504139,16401
683,IL,Pike,39.739318,-89.504139,15672
684,IL,Pope,39.739318,-89.504139,4203
685,IL,Pulaski,39.739318,-89.504139,5510
686,IL,Putnam,39.739318,-89.504139,5721
687,IL,Randolph,39.739318,-89.504139,32295
688,IL,Richland,39.739318,-89.504139,15766
689,IL,Rock Island,39.739318,-89.504139,143873
690,IL,St. Clair,39.739318,-89.504139,262338
691,IL,Saline,39.739318,-89.504139,23993
692,IL,Sangamon,39.739318,-89.504139,196861
693,IL,Schuyler,39.739318,-89.504139,6953
694,IL,Scott,39.739318,-89.504139,5004
695,IL,Shelby,39.739318,-89.504139,21737
696,IL,Stark,39.739318,-89.504139,5446
697,IL,Stephenson,39.739318,-89.504139,45092
698,IL,Tazewell,39.739318,-89.504139,133195
699,IL,Union,39.739318,-89.504139,16968
700,IL,Vermilion,39.739318,-89.504139,77562
701,IL,Wabash,39.739318,-89.504139,11546
702,IL,Warren,39.739318,-89.504139,17145
703,IL,Washington,39.739318,-89.504139,14058
704,IL,Wayne,39.739318,-89.504139,16402
705,IL,White,39.739318,-89.504139,13868
706,IL,Whiteside,39.739318,-89.504139,56015
707,IL,Will,39.739318,-89.504139,689315
708,IL,Williamson,39.739318,-89.504139,67102
709,IL,Winnebago,39.739318,-89.504139,284819
710,IL,Woodford,39.739318,-89.504139,38699
711,IN,Indiana,39.7662195,-86.441277,6665704
712,IN,Adams,39.7662195,-86.441277,35376
713,IN,Allen,39.7662195,-86.441277,372575
714,IN,Bartholomew,39.7662195,-86.441277,82480
715,IN,Benton,39.7662195,-86.441277,8676
716,IN,Blackford,39.7662195,-86.441277,12013
717,IN,Boone,39.7662195,-86.441277,65544
718,IN,Brown,39.7662195,-86.441277,15064
719,IN,Carroll,39.7662195,-86.441277,20074
720,IN,Cass,39.7662195,-86.441277,37879
721,IN,Clark,39.7662195,-86.441277,116506
722,IN,Clay,39.7662195,-86.441277,26234
723,IN,Clinton,39.7662195,-86.441277,32273
724,IN,Crawford,39.7662195,-86.441277,10568
725,IN,Daviess,39.7662195,-86.441277,33119
726,IN,Dearborn,39.7662195,-86.441277,49479
727,IN,Decatur,39.7662195,-86.441277,26561
728,IN,DeKalb,39.7662195,-86.441277,42927
729,IN,Delaware,39.7662195,-86.441277,115020
730,IN,Dubois,39.7662195,-86.441277,42543
731,IN,Elkhart,39.7662195,-86.441277,204557
732,IN,Fayette,39.7662195,-86.441277,23194
733,IN,Floyd,39.7662195,-86.441277,77320
734,IN,Fountain,39.7662195,-86.441277,16429
735,IN,Franklin,39.7662195,-86.441277,22773
736,IN,Fulton,39.7662195,-86.441277,20096
737,IN,Gibson,39.7662195,-86.441277,33655
738,IN,Grant,39.7662195,-86.441277,66452
739,IN,Greene,39.7662195,-86.441277,32159
740,IN,Hamilton,39.7662195,-86.441277,323117
741,IN,Hancock,39.7662195,-86.441277,75164
742,IN,Harrison,39.7662195,-86.441277,39939
743,IN,Hendricks,39.7662195,-86.441277,163798
744,IN,Henry,39.7662195,-86.441277,48254
745,IN,Howard,39.7662195,-86.441277,82330
746,IN,Huntington,39.7662195,-86.441277,36359
747,IN,Jackson,39.7662195,-86.441277,44025
748,IN,Jasper,39.7662195,-86.441277,33446
749,IN,Jay,39.7662195,-86.441277,20840
750,IN,Jefferson,39.7662195,-86.441277,32201
751,IN,Jennings,39.7662195,-86.441277,27709
752,IN,Johnson,39.7662195,-86.441277,153716
753,IN,Knox,39.7662195,-86.441277,37065
754,IN,Kosciusko,39.7662195,-86.441277,79035
755,IN,LaGrange,39.7662195,-86.441277,39193
756,IN,Lake,39.7662195,-86.441277,485706
757,IN,LaPorte,39.7662195,-86.441277,110153
758,IN,Lawrence,39.7662195,-86.441277,45547
759,IN,Madison,39.7662195,-86.441277,129455
760,IN,Marion,39.7662195,-86.441277,951869
761,IN,Marshall,39.7662195,-86.441277,46461
762,IN,Martin,39.7662195,-86.441277,10212
763,IN,Miami,39.7662195,-86.441277,35814
764,IN,Monroe,39.7662195,-86.441277,146460
765,IN,Montgomery,39.7662195,-86.441277,38287
766,IN,Morgan,39.7662195,-86.441277,69922
767,IN,Newton,39.7662195,-86.441277,13992
768,IN,Noble,39.7662195,-86.441277,47505
769,IN,Ohio,39.7662195,-86.441277,5874
770,IN,Orange,39.7662195,-86.441277,19544
771,IN,Owen,39.7662195,-86.441277,20835
772,IN,Parke,39.7662195,-86.441277,16946
773,IN,Perry,39.7662195,-86.441277,19102
774,IN,Pike,39.7662195,-86.441277,12378
775,IN,Porter,39.7662195,-86.441277,168636
776,IN,Posey,39.7662195,-86.441277,25560
777,IN,Pulaski,39.7662195,-86.441277,12559
778,IN,Putnam,39.7662195,-86.441277,37384
779,IN,Randolph,39.7662195,-86.441277,24925
780,IN,Ripley,39.7662195,-86.441277,28391
781,IN,Rush,39.7662195,-86.441277,16641
782,IN,St. Joseph,39.7662195,-86.441277,270215
783,IN,Scott,39.7662195,-86.441277,23759
784,IN,Shelby,39.7662195,-86.441277,44437
785,IN,Spencer,39.7662195,-86.441277,20446
786,IN,Starke,39.7662195,-86.441277,22952
787,IN,Steuben,39.7662195,-86.441277,34452
788,IN,Sullivan,39.7662195,-86.441277,20729
789,IN,Switzerland,39.7662195,-86.441277,10684
790,IN,Tippecanoe,39.7662195,-86.441277,191552
791,IN,Tipton,39.7662195,-86.441277,15161
792,IN,Union,39.7662195,-86.441277,7113
793,IN,Vanderburgh,39.7662195,-86.441277,181291
794,IN,Vermillion,39.7662195,-86.441277,15539
795,IN,Vigo,39.7662195,-86.441277,107459
796,IN,Wabash,39.7662195,-86.441277,31389
797,IN,Warren,39.7662195,-86.441277,8236
798,IN,Warrick,39.7662195,-86.441277,62280
799,IN,Washington,39.7662195,-86.441277,27848
800,IN,Wayne,39.7662195,-86.441277,66342
801,IN,Wells,39.7662195,-86.441277,28010
802,IN,White,39.7662195,-86.441277,24149
803,IN,Whitley,39.7662195,-86.441277,33730
804,IA,Iowa,41.9383166,-93.389798,3139513
805,IA,Adair,41.9383166,-93.389798,7085
806,IA,Adams,41.9383166,-93.389798,3669
807,IA,Allamakee,41.9383166,-93.389798,13813
808,IA,Appanoose,41.9383166,-93.389798,12452
809,IA,Audubon,41.9383166,-93.389798,5570
810,IA,Benton,41.9383166,-93.389798,25635
811,IA,Black Hawk,41.9383166,-93.389798,132393
812,IA,Boone,41.9383166,-93.389798,26369
813,IA,Bremer,41.9383166,-93.389798,24863
814,IA,Buchanan,41.9383166,-93.389798,21118
815,IA,Buena Vista,41.9383166,-93.389798,20057
816,IA,Butler,41.9383166,-93.389798,14627
817,IA,Calhoun,41.9383166,-93.389798,9744
818,IA,Carroll,41.9383166,-93.389798,20280
819,IA,Cass,41.9383166,-93.389798,13091
820,IA,Cedar,41.9383166,-93.389798,18456
821,IA,Cerro Gordo,41.9383166,-93.389798,42834
822,IA,Cherokee,41.9383166,-93.389798,11342
823,IA,Chickasaw,41.9383166,-93.389798,12026
824,IA,Clarke,41.9383166,-93.389798,9360
825,IA,Clay,41.9383166,-93.389798,16211
826,IA,Clayton,41.9383166,-93.389798,17624
827,IA,Clinton,41.9383166,-93.389798,46909
828,IA,Crawford,41.9383166,-93.389798,17034
829,IA,Dallas,41.9383166,-93.389798,87098
830,IA,Davis,41.9383166,-93.389798,8920
831,IA,Decatur,41.9383166,-93.389798,7979
832,IA,Delaware,41.9383166,-93.389798,17183
833,IA,Des Moines,41.9383166,-93.389798,39385
834,IA,Dickinson,41.9383166,-93.389798,17126
835,IA,Dubuque,41.9383166,-93.389798,96982
836,IA,Emmet,41.9383166,-93.389798,9438
837,IA,Fayette,41.9383166,-93.389798,19803
838,IA,Floyd,41.9383166,-93.389798,15785
839,IA,Franklin,41.9383166,-93.389798,10162
840,IA,Fremont,41.9383166,-93.389798,6946
841,IA,Greene,41.9383166,-93.389798,8950
842,IA,Grundy,41.9383166,-93.389798,12298
843,IA,Guthrie,41.9383166,-93.389798,10669
844,IA,Hamilton,41.9383166,-93.389798,14996
845,IA,Hancock,41.9383166,-93.389798,10802
846,IA,Hardin,41.9383166,-93.389798,17061
847,IA,Harrison,41.9383166,-93.389798,14089
848,IA,Henry,41.9383166,-93.389798,19941
849,IA,Howard,41.9383166,-93.389798,9225
850,IA,Humboldt,41.9383166,-93.389798,9554
851,IA,Ida,41.9383166,-93.389798,6900
852,IA,Iowa,41.9383166,-93.389798,16189
853,IA,Jackson,41.9383166,-93.389798,19401
854,IA,Jasper,41.9383166,-93.389798,36971
855,IA,Jefferson,41.9383166,-93.389798,18147
856,IA,Johnson,41.9383166,-93.389798,148577
857,IA,Jones,41.9383166,-93.389798,20559
858,IA,Keokuk,41.9383166,-93.389798,10188
859,IA,Kossuth,41.9383166,-93.389798,14978
860,IA,Lee,41.9383166,-93.389798,34226
861,IA,Linn,41.9383166,-93.389798,223861
862,IA,Louisa,41.9383166,-93.389798,11177
863,IA,Lucas,41.9383166,-93.389798,8583
864,IA,Lyon,41.9383166,-93.389798,11776
865,IA,Madison,41.9383166,-93.389798,16012
866,IA,Mahaska,41.9383166,-93.389798,22164
867,IA,Marion,41.9383166,-93.389798,33171
868,IA,Marshall,41.9383166,-93.389798,39964
869,IA,Mills,41.9383166,-93.389798,15034
870,IA,Mitchell,41.9383166,-93.389798,10608
871,IA,Monona,41.9383166,-93.389798,8730
872,IA,Monroe,41.9383166,-93.389798,7806
873,IA,Montgomery,41.9383166,-93.389798,10052
874,IA,Muscatine,41.9383166,-93.389798,42889
875,IA,O'Brien,41.9383166,-93.389798,13835
876,IA,Osceola,41.9383166,-93.389798,6052
877,IA,Page,41.9383166,-93.389798,15268
878,IA,Palo Alto,41.9383166,-93.389798,9003
879,IA,Plymouth,41.9383166,-93.389798,25068
880,IA,Pocahontas,41.9383166,-93.389798,6797
881,IA,Polk,41.9383166,-93.389798,479612
882,IA,Pottawattamie,41.9383166,-93.389798,93393
883,IA,Poweshiek,41.9383166,-93.389798,18388
884,IA,Ringgold,41.9383166,-93.389798,4964
885,IA,Sac,41.9383166,-93.389798,9802
886,IA,Scott,41.9383166,-93.389798,172446
887,IA,Shelby,41.9383166,-93.389798,11606
888,IA,Sioux,41.9383166,-93.389798,34827
889,IA,Story,41.9383166,-93.389798,96941
890,IA,Tama,41.9383166,-93.389798,17032
891,IA,Taylor,41.9383166,-93.389798,6167
892,IA,Union,41.9383166,-93.389798,12357
893,IA,Van Buren,41.9383166,-93.389798,7149
894,IA,Wapello,41.9383166,-93.389798,35140
895,IA,Warren,41.9383166,-93.389798,50076
896,IA,Washington,41.9383166,-93.389798,22099
897,IA,Wayne,41.9383166,-93.389798,6428
898,IA,Webster,41.9383166,-93.389798,36545
899,IA,Winnebago,41.9383166,-93.389798,10534
900,IA,Winneshiek,41.9383166,-93.389798,20261
901,IA,Woodbury,41.9383166,-93.389798,102586
902,IA,Worth,41.9383166,-93.389798,7444
903,IA,Wright,41.9383166,-93.389798,12739
904,KS,Kansas,38.4987789,-98.3200779,2910649
905,KS,Allen,38.4987789,-98.3200779,12555
906,KS,Anderson,38.4987789,-98.3200779,7833
907,KS,Atchison,38.4987789,-98.3200779,16267
908,KS,Barber,38.4987789,-98.3200779,4591
909,KS,Barton,38.4987789,-98.3200779,26453
910,KS,Bourbon,38.4987789,-98.3200779,14608
911,KS,Brown,38.4987789,-98.3200779,9626
912,KS,Butler,38.4987789,-98.3200779,66698
913,KS,Chase,38.4987789,-98.3200779,2637
914,KS,Chautauqua,38.4987789,-98.3200779,3323
915,KS,Cherokee,38.4987789,-98.3200779,20178
916,KS,Cheyenne,38.4987789,-98.3200779,2665
917,KS,Clark,38.4987789,-98.3200779,2025
918,KS,Clay,38.4987789,-98.3200779,8081
919,KS,Cloud,38.4987789,-98.3200779,8938
920,KS,Coffey,38.4987789,-98.3200779,8253
921,KS,Comanche,38.4987789,-98.3200779,1772
922,KS,Cowley,38.4987789,-98.3200779,35351
923,KS,Crawford,38.4987789,-98.3200779,38967
924,KS,Decatur,38.4987789,-98.3200779,2860
925,KS,Dickinson,38.4987789,-98.3200779,18827
926,KS,Doniphan,38.4987789,-98.3200779,7684
927,KS,Douglas,38.4987789,-98.3200779,120290
928,KS,Edwards,38.4987789,-98.3200779,2869
929,KS,Elk,38.4987789,-98.3200779,2522
930,KS,Ellis,38.4987789,-98.3200779,28775
931,KS,Ellsworth,38.4987789,-98.3200779,6230
932,KS,Finney,38.4987789,-98.3200779,36749
933,KS,Ford,38.4987789,-98.3200779,34179
934,KS,Franklin,38.4987789,-98.3200779,25558
935,KS,Geary,38.4987789,-98.3200779,34025
936,KS,Gove,38.4987789,-98.3200779,2637
937,KS,Graham,38.4987789,-98.3200779,2519
938,KS,Grant,38.4987789,-98.3200779,7466
939,KS,Gray,38.4987789,-98.3200779,6039
940,KS,Greeley,38.4987789,-98.3200779,1253
941,KS,Greenwood,38.4987789,-98.3200779,6081
942,KS,Hamilton,38.4987789,-98.3200779,2591
943,KS,Harper,38.4987789,-98.3200779,5594
944,KS,Harvey,38.4987789,-98.3200779,34502
945,KS,Haskell,38.4987789,-98.3200779,4018
946,KS,Hodgeman,38.4987789,-98.3200779,1839
947,KS,Jackson,38.4987789,-98.3200779,13265
948,KS,Jefferson,38.4987789,-98.3200779,18889
949,KS,Jewell,38.4987789,-98.3200779,2884
950,KS,Johnson,38.4987789,-98.3200779,591506
951,KS,Kearny,38.4987789,-98.3200779,3906
952,KS,Kingman,38.4987789,-98.3200779,7340
953,KS,Kiowa,38.4987789,-98.3200779,2505
954,KS,Labette,38.4987789,-98.3200779,20118
955,KS,Lane,38.4987789,-98.3200779,1570
956,KS,Leavenworth,38.4987789,-98.3200779,80745
957,KS,Lincoln,38.4987789,-98.3200779,3044
958,KS,Linn,38.4987789,-98.3200779,9671
959,KS,Logan,38.4987789,-98.3200779,2805
960,KS,Lyon,38.4987789,-98.3200779,33250
961,KS,McPherson,38.4987789,-98.3200779,28566
962,KS,Marion,38.4987789,-98.3200779,11964
963,KS,Marshall,38.4987789,-98.3200779,9748
964,KS,Meade,38.4987789,-98.3200779,4179
965,KS,Miami,38.4987789,-98.3200779,33416
966,KS,Mitchell,38.4987789,-98.3200779,6145
967,KS,Montgomery,38.4987789,-98.3200779,32521
968,KS,Morris,38.4987789,-98.3200779,5566
969,KS,Morton,38.4987789,-98.3200779,2754
970,KS,Nemaha,38.4987789,-98.3200779,10119
971,KS,Neosho,38.4987789,-98.3200779,16108
972,KS,Ness,38.4987789,-98.3200779,2875
973,KS,Norton,38.4987789,-98.3200779,5445
974,KS,Osage,38.4987789,-98.3200779,15881
975,KS,Osborne,38.4987789,-98.3200779,3529
976,KS,Ottawa,38.4987789,-98.3200779,5822
977,KS,Pawnee,38.4987789,-98.3200779,6628
978,KS,Phillips,38.4987789,-98.3200779,5340
979,KS,Pottawatomie,38.4987789,-98.3200779,23847
980,KS,Pratt,38.4987789,-98.3200779,9451
981,KS,Rawlins,38.4987789,-98.3200779,2502
982,KS,Reno,38.4987789,-98.3200779,62764
983,KS,Republic,38.4987789,-98.3200779,4657
984,KS,Rice,38.4987789,-98.3200779,9658
985,KS,Riley,38.4987789,-98.3200779,75055
986,KS,Rooks,38.4987789,-98.3200779,5053
987,KS,Rush,38.4987789,-98.3200779,3058
988,KS,Russell,38.4987789,-98.3200779,6947
989,KS,Saline,38.4987789,-98.3200779,54700
990,KS,Scott,38.4987789,-98.3200779,4917
991,KS,Sedgwick,38.4987789,-98.3200779,513375
992,KS,Seward,38.4987789,-98.3200779,22349
993,KS,Shawnee,38.4987789,-98.3200779,177852
994,KS,Sheridan,38.4987789,-98.3200779,2505
995,KS,Sherman,38.4987789,-98.3200779,5937
996,KS,Smith,38.4987789,-98.3200779,3626
997,KS,Stafford,38.4987789,-98.3200779,4181
998,KS,Stanton,38.4987789,-98.3200779,2052
999,KS,Stevens,38.4987789,-98.3200779,5602
1000,KS,Sumner,38.4987789,-98.3200779,23114
1001,KS,Thomas,38.4987789,-98.3200779,7810
1002,KS,Trego,38.4987789,-98.3200779,2840
1003,KS,Wabaunsee,38.4987789,-98.3200779,6889
1004,KS,Wallace,38.4987789,-98.3200779,1505
1005,KS,Washington,38.4987789,-98.3200779,5493
1006,KS,Wichita,38.4987789,-98.3200779,2130
1007,KS,Wilson,38.4987789,-98.3200779,8688
1008,KS,Woodson,38.4987789,-98.3200779,3157
1009,KS,Wyandotte,38.4987789,-98.3200779,164860
1010,KY,Kentucky,37.8222935,-85.7682399,4449050
1011,KY,Adair,37.8222935,-85.7682399,19221
1012,KY,Allen,37.8222935,-85.7682399,20944
1013,KY,Anderson,37.8222935,-85.7682399,22408
1014,KY,Ballard,37.8222935,-85.7682399,8032
1015,KY,Barren,37.8222935,-85.7682399,43883
1016,KY,Bath,37.8222935,-85.7682399,12354
1017,KY,Bell,37.8222935,-85.7682399,26791
1018,KY,Boone,37.8222935,-85.7682399,130819
1019,KY,Bourbon,37.8222935,-85.7682399,20058
1020,KY,Boyd,37.8222935,-85.7682399,47682
1021,KY,Boyle,37.8222935,-85.7682399,29972
1022,KY,Bracken,37.8222935,-85.7682399,8304
1023,KY,Breathitt,37.8222935,-85.7682399,12977
1024,KY,Breckinridge,37.8222935,-85.7682399,20175
1025,KY,Bullitt,37.8222935,-85.7682399,80170
1026,KY,Butler,37.8222935,-85.7682399,12764
1027,KY,Caldwell,37.8222935,-85.7682399,12702
1028,KY,Calloway,37.8222935,-85.7682399,38837
1029,KY,Campbell,37.8222935,-85.7682399,92861
1030,KY,Carlisle,37.8222935,-85.7682399,4784
1031,KY,Carroll,37.8222935,-85.7682399,10670
1032,KY,Carter,37.8222935,-85.7682399,27158
1033,KY,Casey,37.8222935,-85.7682399,15885
1034,KY,Christian,37.8222935,-85.7682399,71413
1035,KY,Clark,37.8222935,-85.7682399,35970
1036,KY,Clay,37.8222935,-85.7682399,20368
1037,KY,Clinton,37.8222935,-85.7682399,10193
1038,KY,Crittenden,37.8222935,-85.7682399,9000
1039,KY,Cumberland,37.8222935,-85.7682399,6697
1040,KY,Daviess,37.8222935,-85.7682399,100474
1041,KY,Edmonson,37.8222935,-85.7682399,12138
1042,KY,Elliott,37.8222935,-85.7682399,7509
1043,KY,Estill,37.8222935,-85.7682399,14224
1044,KY,Fayette,37.8222935,-85.7682399,320601
1045,KY,Fleming,37.8222935,-85.7682399,14512
1046,KY,Floyd,37.8222935,-85.7682399,36456
1047,KY,Franklin,37.8222935,-85.7682399,50529
1048,KY,Fulton,37.8222935,-85.7682399,6129
1049,KY,Gallatin,37.8222935,-85.7682399,8737
1050,KY,Garrard,37.8222935,-85.7682399,17444
1051,KY,Grant,37.8222935,-85.7682399,24950
1052,KY,Graves,37.8222935,-85.7682399,37248
1053,KY,Grayson,37.8222935,-85.7682399,26247
1054,KY,Green,37.8222935,-85.7682399,10979
1055,KY,Greenup,37.8222935,-85.7682399,35554
1056,KY,Hancock,37.8222935,-85.7682399,8720
1057,KY,Hardin,37.8222935,-85.7682399,108526
1058,KY,Harlan,37.8222935,-85.7682399,26699
1059,KY,Harrison,37.8222935,-85.7682399,18722
1060,KY,Hart,37.8222935,-85.7682399,18728
1061,KY,Henderson,37.8222935,-85.7682399,45829
1062,KY,Henry,37.8222935,-85.7682399,15911
1063,KY,Hickman,37.8222935,-85.7682399,4509
1064,KY,Hopkins,37.8222935,-85.7682399,45331
1065,KY,Jackson,37.8222935,-85.7682399,13368
1066,KY,Jefferson,37.8222935,-85.7682399,767419
1067,KY,Jessamine,37.8222935,-85.7682399,53031
1068,KY,Johnson,37.8222935,-85.7682399,22634
1069,KY,Kenton,37.8222935,-85.7682399,165667
1070,KY,Knott,37.8222935,-85.7682399,15259
1071,KY,Knox,37.8222935,-85.7682399,31365
1072,KY,Larue,37.8222935,-85.7682399,14204
1073,KY,Laurel,37.8222935,-85.7682399,60357
1074,KY,Lawrence,37.8222935,-85.7682399,15671
1075,KY,Lee,37.8222935,-85.7682399,6881
1076,KY,Leslie,37.8222935,-85.7682399,10282
1077,KY,Letcher,37.8222935,-85.7682399,22295
1078,KY,Lewis,37.8222935,-85.7682399,13417
1079,KY,Lincoln,37.8222935,-85.7682399,24476
1080,KY,Livingston,37.8222935,-85.7682399,9234
1081,KY,Logan,37.8222935,-85.7682399,26902
1082,KY,Lyon,37.8222935,-85.7682399,8270
1083,KY,McCracken,37.8222935,-85.7682399,65268
