,State,County,TotalVets,VeteranPopulationPct,MaleVetsPct,FemaleVetsPct,WhiteVetsPct,BlackVetsPct,HispanicVetsPct,OtherRaceVetsPct,LessThanHSVetsPct,HighSchOnlyVetsPct,SomeCollegeVetsPct,CollegeDegreeVetsPct,EmployeedVetsPct,UnemployeedVetsPct
877,IA,Monroe,486.0,8.14479638,93.41563786,6.58436214,98.7654321,0.0,0.0,1.234567901,15.43209877,41.97530864,34.97942387,7.613168724,79.55555556,0.0
878,IA,Montgomery,625.0,8.081199897,94.88,5.12,95.2,0.0,4.64,4.8,6.72,39.68,38.08,15.52,81.27853881,0.0
879,IA,Muscatine,2066.0,6.41834167,94.72410455,5.27589545,94.67570184,1.113262343,0.968054211,3.339787028,5.642023346,35.79766537,41.39105058,17.1692607,80.2771855,0.0
880,IA,O'Brien,924.0,8.758293839,94.48051948,5.51948052,93.18181818,1.298701299,5.194805195,3.896103896,5.308775731,41.38678223,44.52871073,8.775731311,83.44370861,0.0
881,IA,Osceola,419.0,9.037963762,85.68019093,14.31980907,94.51073986,4.295942721,0.238663485,1.193317422,10.53984576,37.27506427,42.15938303,10.02570694,88.46153846,0.0
882,IA,Page,1084.0,8.868526548,90.68265683,9.317343173,100.0,0.0,0.0,0.0,5.442804428,42.80442804,35.42435424,16.32841328,69.03073286,4.794520548
883,IA,Palo Alto,654.0,9.518265173,92.04892966,7.951070336,98.16513761,0.152905199,1.376146789,0.305810398,13.45565749,39.29663609,35.47400612,11.77370031,66.96428571,0.666666667
884,IA,Plymouth,1691.0,8.99755241,86.04376109,13.95623891,99.40863394,0.0,0.591366056,0.177409817,5.144884684,35.65937315,40.33116499,18.86457717,78.59078591,0.689655172
885,IA,Pocahontas,491.0,9.218926023,95.11201629,4.887983707,99.38900204,0.0,0.407331976,0.203665988,10.38696538,48.67617108,32.79022403,8.146639511,84.18079096,0.67114094
886,IA,Polk,23447.0,6.524709412,93.82863479,6.171365207,92.18663368,3.241352838,2.431014629,2.874568175,4.771033942,26.99664503,38.48634046,29.74598057,80.86593301,3.665441542
887,IA,Pottawattamie,6719.0,9.413924033,95.26715285,4.73284715,95.17785385,0.0,1.726447388,3.289179938,7.296201772,38.20747635,34.3942351,20.10208677,83.66627497,1.053370787
888,IA,Poweshiek,1230.0,8.315305571,90.56910569,9.430894309,98.61788618,0.0,0.894308943,1.382113821,8.943089431,45.69105691,26.17886179,19.18699187,75.17241379,1.22324159
889,IA,Ringgold,313.0,8.311205523,91.0543131,8.945686901,98.72204473,0.0,0.0,1.277955272,1.277955272,53.99361022,30.99041534,13.73801917,73.26732673,14.86486486
890,IA,Sac,672.0,8.825847124,89.13690476,10.86309524,94.94047619,0.0,1.041666667,4.017857143,8.928571429,44.79166667,33.92857143,12.35119048,84.41558442,6.153846154
891,IA,Scott,11851.0,9.037527358,93.73048688,6.269513121,88.79419458,5.569150283,3.999662476,2.649565438,3.710006807,29.34819605,36.52995235,30.41184479,79.85294118,3.06936771
892,IA,Shelby,821.0,9.103004768,95.61510353,4.384896468,97.07673569,0.12180268,0.12180268,2.679658953,14.4836272,43.82871537,28.33753149,13.35012594,87.15953307,0.0
893,IA,Sioux,1454.0,5.734116812,96.83631362,3.163686382,98.83081155,0.412654746,0.7565337,0.0,7.062937063,36.71328671,36.15384615,20.06993007,84.0,0.0
894,IA,Story,3773.0,4.670768393,90.29949642,9.700503578,95.09673999,1.060164326,0.901139677,3.604558707,3.198065036,22.44020425,34.69497447,39.66675625,74.96029645,1.97740113
895,IA,Tama,1090.0,8.426097712,96.14678899,3.853211009,92.3853211,0.733944954,0.642201835,6.23853211,5.963302752,49.81651376,32.8440367,11.37614679,85.5530474,1.583113457
896,IA,Taylor,468.0,9.89010989,93.8034188,6.196581197,93.8034188,0.0,0.213675214,6.196581197,7.343412527,45.78833693,29.15766739,17.71058315,86.48648649,13.125
897,IA,Union,869.0,9.068141501,91.4844649,8.515535098,98.04372842,0.0,0.460299195,1.495972382,3.944315545,39.21113689,40.3712297,16.47331787,92.16589862,6.25
898,IA,Van Buren,534.0,9.742747674,91.01123596,8.988764045,94.75655431,1.123595506,2.247191011,1.872659176,15.54307116,35.01872659,35.20599251,14.23220974,63.76811594,2.272727273
899,IA,Wapello,2379.0,8.761140164,89.57545187,10.42454813,94.99789828,1.176965111,2.059688945,3.026481715,12.63202366,34.76975074,33.50232362,19.09590199,72.44611059,1.940491591
900,IA,Warren,3080.0,8.190400213,90.90909091,9.090909091,97.69480519,0.811688312,1.396103896,0.097402597,5.06592644,33.17140874,41.01318529,20.74947953,77.11244178,1.380500431
901,IA,Washington,1451.0,8.728869639,91.52308753,8.476912474,96.14059269,0.068917988,2.894555479,0.895933839,6.965174129,42.43070362,34.96801706,15.63610519,84.47488584,1.981981982
902,IA,Wayne,400.0,8.314279776,95.75,4.25,96.25,0.0,2.25,1.5,6.0,53.5,34.25,6.25,74.19354839,2.608695652
903,IA,Webster,2456.0,8.539935325,92.34527687,7.654723127,91.20521173,0.529315961,2.809446254,5.456026059,10.40169133,35.89852008,31.24735729,22.45243129,71.64056059,2.416570771
904,IA,Winnebago,613.0,7.432104753,91.68026101,8.319738989,99.34747145,0.0,0.652528548,0.652528548,7.553366174,48.44006568,29.72085386,14.28571429,76.15384615,3.03030303
905,IA,Winneshiek,1050.0,6.35978195,96.38095238,3.619047619,98.76190476,1.238095238,0.0,0.0,6.952380952,38.38095238,27.14285714,27.52380952,84.50292398,0.0
906,IA,Woodbury,5325.0,7.037692958,93.52112676,6.478873239,93.27699531,0.319248826,3.361502347,3.943661972,5.645622735,36.98264352,34.7892428,22.58249094,79.4488189,3.518334985
907,IA,Worth,557.0,9.466349422,96.22980251,3.770197487,96.22980251,0.0,1.795332136,1.97486535,5.945945946,38.73873874,44.32432432,10.99099099,80.11363636,8.510638298
908,IA,Wright,828.0,8.551952076,97.34299517,2.657004831,92.51207729,0.0,5.797101449,6.763285024,8.574879227,42.39130435,41.54589372,7.487922705,82.5443787,16.84587814
909,KS,Kansas,176444.0,8.089119501,92.25986715,7.740132847,86.09303802,6.305116638,4.389494684,4.373625626,4.91426592,28.76219618,38.31822643,28.00531147,79.36397504,3.502248112
910,KS,Allen,852.0,8.766333985,91.66666667,8.333333333,97.53521127,0.704225352,1.76056338,0.0,2.230046948,43.42723005,36.97183099,17.37089202,76.82119205,0.862068966
911,KS,Anderson,564.0,9.756097561,97.5177305,2.482269504,99.46808511,0.0,0.0,0.531914894,7.978723404,53.72340426,16.31205674,21.9858156,96.20253165,0.0
912,KS,Atchison,981.0,7.880151016,95.10703364,4.892966361,85.11722732,5.912334353,6.014271152,4.281345566,8.686659773,38.67631851,37.3319545,15.30506722,74.43037975,0.680272109
913,KS,Barber,287.0,8.151093439,97.56097561,2.43902439,97.21254355,0.0,1.045296167,2.43902439,6.620209059,36.58536585,26.82926829,29.96515679,81.63265306,0.0
914,KS,Barton,1546.0,7.664088836,93.27296248,6.727037516,94.50194049,1.358344114,3.428201811,1.48771022,13.07189542,35.35947712,34.31372549,17.25490196,83.49514563,6.279069767
915,KS,Bourbon,941.0,8.665622986,96.17428268,3.825717322,96.06801275,1.062699256,1.487778959,1.70031881,9.458023379,32.30605739,40.17003188,18.06588735,82.69794721,7.092198582
916,KS,Brown,701.0,9.744231304,92.86733238,7.132667618,88.0171184,1.141226819,0.0,10.84165478,6.926406926,43.14574315,30.88023088,19.04761905,79.7235023,3.468208093
917,KS,Butler,4899.0,9.915197636,94.08042458,5.919575424,93.672178,1.204327414,3.184323331,2.592365789,5.697365734,24.56606085,44.08821728,25.64835614,74.57132433,1.859099804
918,KS,Chase,189.0,9.292035398,91.53439153,8.465608466,96.2962963,3.703703704,0.0,0.0,4.761904762,31.74603175,39.68253968,23.80952381,71.18644068,0.0
919,KS,Chautauqua,279.0,10.80139373,97.13261649,2.867383513,97.13261649,1.075268817,0.0,1.792114695,8.960573477,47.6702509,39.06810036,4.301075269,80.80808081,5.0
920,KS,Cherokee,1206.0,7.831677382,97.26368159,2.736318408,91.70812604,3.482587065,0.0,4.809286899,11.71806167,41.14537445,35.94713656,11.18942731,67.26973684,11.49144254
921,KS,Cheyenne,218.0,10.39580353,98.62385321,1.376146789,96.33027523,0.0,3.669724771,0.0,7.798165138,40.36697248,31.65137615,20.18348624,39.13043478,0.0
922,KS,Clark,173.0,11.3442623,95.37572254,4.624277457,90.75144509,0.0,5.202312139,4.046242775,5.780346821,34.68208092,46.24277457,13.29479769,65.38461538,14.70588235
923,KS,Clay,930.0,15.34653465,90.96774194,9.032258065,91.39784946,0.0,4.838709677,3.76344086,13.5483871,31.82795699,25.91397849,28.70967742,87.17948718,0.534759358
924,KS,Cloud,590.0,8.639625128,91.3559322,8.644067797,93.05084746,5.593220339,0.0,1.355932203,12.54237288,32.88135593,29.49152542,25.08474576,83.7037037,0.0
925,KS,Coffey,785.0,12.12355212,90.95541401,9.044585987,94.39490446,0.127388535,0.891719745,4.585987261,5.859872612,26.75159236,45.73248408,21.65605096,90.4109589,0.303030303
926,KS,Comanche,99.0,7.311669129,87.87878788,12.12121212,93.93939394,0.0,6.060606061,6.060606061,13.68421053,40.0,34.73684211,11.57894737,70.0,0.0
927,KS,Cowley,2330.0,8.655274889,91.24463519,8.755364807,89.18454936,3.519313305,1.416309013,6.60944206,5.288048151,33.31900258,43.25021496,18.14273431,71.06598985,4.761904762
928,KS,Crawford,1990.0,6.543684851,93.76884422,6.231155779,93.61809045,1.407035176,2.814070352,2.512562814,4.515135967,24.62801437,44.43304259,26.42380708,72.40740741,4.987212276
929,KS,Decatur,232.0,10.01294778,95.25862069,4.74137931,93.96551724,6.034482759,0.0,0.0,2.586206897,37.06896552,34.05172414,26.29310345,78.46153846,0.0
930,KS,Dickinson,1788.0,12.51662583,89.20581655,10.79418345,92.00223714,2.964205817,2.06935123,3.41163311,5.402363534,31.90770962,46.48283624,16.2070906,73.00492611,4.048582996
931,KS,Doniphan,566.0,9.127560071,96.99646643,3.003533569,93.10954064,5.830388693,0.0,1.060070671,5.989110708,39.38294011,36.29764065,18.33030853,75.58685446,0.0
932,KS,Douglas,4869.0,4.973747114,93.32511809,6.674881906,83.44629287,4.621072089,5.155062641,9.755596632,3.621227888,21.3735692,33.71488033,41.29032258,83.81726674,2.540415704
933,KS,Edwards,129.0,5.823927765,95.34883721,4.651162791,89.92248062,6.201550388,3.875968992,0.0,1.550387597,33.33333333,48.8372093,16.27906977,81.25,0.0
934,KS,Elk,200.0,10.11122346,97.0,3.0,100.0,0.0,0.0,0.0,11.0,46.0,28.5,14.5,61.40350877,8.571428571
935,KS,Ellis,1452.0,6.46799412,82.98898072,17.01101928,94.83471074,2.961432507,1.033057851,1.721763085,6.671398155,21.93044713,40.02838893,31.36976579,78.01324503,0.0
936,KS,Ellsworth,394.0,7.775804223,92.63959391,7.360406091,81.21827411,9.137055838,2.284263959,8.883248731,10.91370558,34.01015228,34.01015228,21.06598985,72.37569061,3.053435115
937,KS,Finney,990.0,3.889980354,92.72727273,7.272727273,75.25252525,3.03030303,14.04040404,8.686868687,8.139534884,29.49260042,43.34038055,19.02748414,89.82683983,2.891566265
938,KS,Ford,927.0,3.895449006,95.46925566,4.530744337,78.96440129,1.294498382,18.44660194,1.294498382,4.112554113,28.24675325,53.8961039,13.74458874,85.68019093,1.949860724
939,KS,Franklin,1657.0,8.556232573,90.94749547,9.052504526,92.27519614,1.870850935,3.681351841,2.353651177,9.151515152,41.33333333,33.93939394,15.57575758,81.43203884,2.980625931
940,KS,Geary,4822.0,26.2478907,79.03359602,20.96640398,57.03027789,26.19245127,10.78390709,9.10410618,2.621109291,19.09665341,54.73905921,23.5431781,82.80907096,1.236749117
941,KS,Gove,150.0,7.225433526,98.66666667,1.333333333,99.33333333,0.0,0.666666667,0.0,5.479452055,56.84931507,28.76712329,8.904109589,60.0,0.0
942,KS,Graham,184.0,9.177057357,94.56521739,5.434782609,75.0,10.32608696,0.0,14.67391304,4.347826087,45.65217391,34.7826087,15.2173913,88.23529412,0.0
943,KS,Grant,259.0,5.091409475,96.52509653,3.474903475,84.94208494,0.0,15.05791506,0.0,0.0,35.90733591,45.94594595,18.14671815,77.53623188,0.0
944,KS,Gray,263.0,6.165025785,95.05703422,4.94296578,94.67680608,0.0,4.562737643,1.520912548,6.513409962,17.24137931,42.91187739,33.33333333,94.87179487,0.0
945,KS,Greeley,64.0,7.305936073,87.5,12.5,100.0,0.0,0.0,0.0,0.0,35.9375,32.8125,31.25,72.22222222,0.0
946,KS,Greenwood,522.0,10.95947932,96.36015326,3.639846743,96.9348659,0.0,2.681992337,2.298850575,2.50965251,40.34749035,33.59073359,23.55212355,78.52760736,2.34375
947,KS,Hamilton,123.0,6.553010123,96.74796748,3.25203252,56.09756098,39.02439024,2.43902439,2.43902439,2.43902439,75.6097561,13.00813008,8.943089431,91.02564103,0.0
948,KS,Harper,403.0,9.561091341,91.06699752,8.933002481,94.04466501,0.496277916,1.240694789,4.714640199,3.141361257,52.35602094,24.60732984,19.89528796,61.57635468,1.6
949,KS,Harvey,1897.0,7.285785613,90.45861887,9.541381128,86.97944122,0.0,9.541381128,6.167633105,15.10333863,28.82882883,30.41865395,25.64917859,82.50289687,1.825842697
950,KS,Haskell,96.0,3.373155306,89.58333333,10.41666667,78.125,0.0,21.875,15.625,9.87654321,7.407407407,82.71604938,0.0,76.66666667,65.2173913
951,KS,Hodgeman,120.0,8.168822328,93.33333333,6.666666667,100.0,0.0,0.0,0.0,7.5,36.66666667,37.5,18.33333333,90.24390244,0.0
952,KS,Jackson,1140.0,11.45958987,95.1754386,4.824561404,94.03508772,0.263157895,0.263157895,5.701754386,4.912280702,33.77192982,47.63157895,13.68421053,61.49068323,0.673400673
953,KS,Jefferson,1475.0,10.15001376,94.6440678,5.355932203,93.3559322,2.305084746,2.711864407,2.372881356,6.232876712,42.12328767,38.01369863,13.63013699,77.02265372,2.521008403
954,KS,Jewell,230.0,9.871244635,97.82608696,2.173913044,97.39130435,0.0,0.869565217,2.608695652,11.30434783,53.91304348,19.13043478,15.65217391,66.07142857,0.0
955,KS,Johnson,28353.0,6.363609839,94.02885056,5.971149437,89.912884,3.678623073,3.551652383,3.459951328,2.211634191,16.93215759,34.58256294,46.27364529,86.21621622,3.413444793
956,KS,Kearny,151.0,5.423850575,98.67549669,1.324503311,100.0,0.0,0.0,0.0,0.0,45.69536424,43.04635762,11.25827815,85.39325843,0.0
957,KS,Kingman,571.0,10.01754386,93.8704028,6.129597198,92.11908932,1.751313485,1.926444834,4.203152364,2.626970228,41.85639229,32.74956217,22.76707531,64.80686695,2.649006623
958,KS,Kiowa,138.0,7.198748044,94.20289855,5.797101449,95.65217391,0.0,2.898550725,1.449275362,7.407407407,39.25925926,36.2962963,17.03703704,77.41935484,8.333333333
959,KS,Labette,1167.0,7.611035023,94.0017138,5.998286204,92.88774636,1.713796058,0.771208226,5.227077978,3.710094909,29.07679034,52.02761001,15.18550475,67.92114695,0.0
960,KS,Lane,111.0,9.43075616,99.0990991,0.900900901,100.0,0.0,0.0,0.0,4.504504505,31.53153153,31.53153153,32.43243243,100.0,0.0
961,KS,Leavenworth,9567.0,16.14329345,87.1955681,12.8044319,82.48144664,9.459600711,4.860457824,4.055607819,3.184850441,21.4331827,34.85044114,40.53152572,71.82440847,2.319029042
962,KS,Lincoln,235.0,9.97030123,100.0,0.0,96.17021277,0.425531915,3.404255319,0.0,6.382978723,50.63829787,39.14893617,3.829787234,66.15384615,0.0
963,KS,Linn,708.0,9.471571906,94.91525424,5.084745763,94.7740113,0.0,0.706214689,4.519774011,12.09103841,31.15220484,47.9374111,8.819345662,53.44129555,6.060606061
964,KS,Logan,163.0,7.732447818,94.47852761,5.521472393,96.3190184,1.226993865,0.0,2.45398773,7.975460123,42.33128834,34.96932515,14.72392638,74.46808511,22.85714286
965,KS,Lyon,1696.0,6.580530012,88.3254717,11.6745283,93.04245283,3.242924528,4.009433962,0.176886793,2.82962071,32.26971704,43.04635762,21.85430464,82.63707572,2.685624013
966,KS,McPherson,1441.0,6.55,95.21165857,4.78834143,94.7258848,0.832755031,3.46981263,1.665510063,10.56682995,32.54023793,29.18124563,27.71168649,92.28007181,6.614785992
967,KS,Marion,777.0,8.282699073,89.31788932,10.68211068,96.13899614,0.0,3.088803089,1.158301158,6.347150259,36.91709845,37.8238342,18.9119171,81.56028369,6.52173913
968,KS,Marshall,695.0,9.422451193,92.94964029,7.050359712,98.1294964,0.287769784,0.0,1.582733813,8.746355685,50.29154519,30.6122449,10.34985423,81.31868132,2.702702703
969,KS,Meade,188.0,6.008309364,100.0,0.0,78.19148936,0.0,7.978723404,13.82978723,3.93258427,28.65168539,58.42696629,8.988764045,85.0,0.0
970,KS,Miami,2189.0,8.715559803,89.85838282,10.14161718,94.15258109,1.050708086,1.82731841,4.796710827,3.084714549,40.0092081,33.97790055,22.9281768,79.0960452,0.0
971,KS,Mitchell,414.0,8.675607712,99.27536232,0.724637681,100.0,0.0,0.0,0.0,5.797101449,47.58454106,37.92270531,8.695652174,87.69230769,3.50877193
972,KS,Montgomery,2375.0,9.576226765,95.91578947,4.084210526,89.81052632,3.284210526,3.578947368,3.663157895,7.284210526,35.49473684,38.90526316,18.31578947,76.12655801,4.785894207
973,KS,Morris,516.0,11.83757743,90.50387597,9.496124031,94.37984496,0.0,0.581395349,5.03875969,6.25,31.640625,40.0390625,22.0703125,70.14925373,2.127659575
974,KS,Morton,165.0,8.033106134,70.3030303,29.6969697,76.36363636,0.0,0.0,23.63636364,6.172839506,19.75308642,69.75308642,4.320987654,40.65934066,0.0
975,KS,Nemaha,556.0,7.480156061,96.58273381,3.417266187,94.60431655,0.35971223,2.697841727,2.338129496,13.30935252,48.92086331,23.02158273,14.74820144,90.85714286,0.0
976,KS,Neosho,899.0,7.417491749,94.21579533,5.784204672,91.87986652,3.003337041,2.002224694,4.449388209,11.36363636,33.86363636,35.79545455,18.97727273,66.78832117,0.0
977,KS,Ness,202.0,8.942009739,97.52475248,2.475247525,99.00990099,0.0,0.0,0.99009901,2.475247525,43.06930693,45.54455446,8.910891089,92.10526316,0.0
978,KS,Norton,315.0,7.177033493,96.50793651,3.492063492,96.82539683,2.857142857,0.0,0.317460318,2.857142857,44.76190476,35.55555556,16.82539683,77.77777778,1.298701299
979,KS,Osage,1447.0,11.93795891,92.53628196,7.463718037,95.92259848,0.552868003,1.589495508,2.211472011,4.256803908,48.2205164,29.30914166,18.21353803,70.69486405,1.923076923
980,KS,Osborne,210.0,7.540394973,98.57142857,1.428571429,98.57142857,0.0,0.0,1.428571429,5.238095238,40.47619048,36.19047619,18.0952381,65.95744681,0.0
981,KS,Ottawa,373.0,8.320321214,90.61662198,9.383378016,94.10187668,1.072386059,4.825737265,1.608579089,2.680965148,33.78016086,41.01876676,22.52010724,91.80327869,0.0
982,KS,Pawnee,552.0,10.21276596,94.56521739,5.434782609,84.23913043,2.717391304,9.420289855,4.891304348,7.608695652,27.89855072,45.65217391,18.84057971,49.15254237,4.827586207
983,KS,Phillips,397.0,9.584741671,93.19899244,6.801007557,94.96221662,0.0,2.01511335,3.022670025,3.274559194,40.302267,42.56926952,13.85390428,83.57142857,0.0
984,KS,Pottawatomie,1531.0,9.238474535,92.48856956,7.511430438,89.28804703,0.587851078,5.225342913,7.380796865,3.926701571,37.2382199,29.64659686,29.18848168,82.46268657,2.865761689
985,KS,Pratt,513.0,7.37492812,96.10136452,3.898635478,93.17738791,1.169590643,4.093567252,1.559454191,6.078431373,38.23529412,37.84313725,17.84313725,69.95305164,0.67114094
986,KS,Rawlins,183.0,9.200603318,93.44262295,6.557377049,95.08196721,0.0,4.918032787,2.18579235,2.732240437,30.05464481,50.81967213,16.39344262,85.0,0.0
987,KS,Reno,4077.0,8.410347388,96.00196223,3.998037773,91.29261712,1.030169242,5.469708119,4.61123375,6.05296343,27.31399748,45.39722573,21.23581337,76.74897119,4.892761394
988,KS,Republic,340.0,9.219088937,90.58823529,9.411764706,95.88235294,0.0,4.117647059,0.0,1.470588235,43.23529412,33.82352941,21.47058824,74.33628319,2.380952381
989,KS,Rice,499.0,6.70068484,89.57915832,10.42084168,91.98396794,0.0,2.204408818,5.811623247,5.316973415,47.2392638,31.08384458,16.3599182,71.82539683,2.209944751
990,KS,Riley,5160.0,9.173007182,88.15891473,11.84108527,80.15503876,8.410852713,7.926356589,4.418604651,1.631753032,19.62513782,41.91841235,36.8246968,81.0523446,3.29633367
991,KS,Rooks,344.0,8.739837398,93.31395349,6.686046512,97.96511628,0.0,0.581395349,1.453488372,17.73255814,36.04651163,33.13953488,13.08139535,79.78723404,0.0
992,KS,Rush,210.0,8.890770533,97.61904762,2.380952381,100.0,0.0,0.0,0.0,7.142857143,44.28571429,27.61904762,20.95238095,78.20512821,6.557377049
993,KS,Russell,453.0,8.234866388,97.35099338,2.649006623,95.36423841,0.441501104,0.0,4.194260486,13.46578366,25.16556291,45.91611479,15.45253863,79.85611511,11.71171171
994,KS,Saline,3799.0,9.103762281,93.99842064,6.001579363,86.10160569,4.81705712,6.633324559,4.764411687,5.301399354,32.29278794,42.868676,19.53713671,82.96529968,0.633713562
995,KS,Scott,185.0,5.166154705,90.27027027,9.72972973,91.89189189,0.0,0.0,8.108108108,0.0,48.61878453,24.30939227,27.0718232,92.63157895,0.0
996,KS,Sedgwick,31794.0,8.404240978,92.02050701,7.979492986,83.79568472,8.501604076,4.211486444,4.938038624,4.423898039,26.94147485,41.78304279,26.85158432,81.5666609,5.102112925
997,KS,Seward,541.0,3.541503011,96.11829945,3.881700555,85.95194085,1.293900185,11.2754159,4.990757856,9.62962963,30.55555556,35.0,24.81481481,74.86631016,0.714285714
998,KS,Shawnee,12707.0,9.394985694,92.36641221,7.633587786,83.71763595,8.853387896,5.736995357,3.132131896,3.830692835,36.80933239,32.76582328,26.59415149,74.50850818,5.011086475
999,KS,Sheridan,171.0,8.943514644,99.41520468,0.584795322,95.32163743,4.678362573,0.0,0.0,7.602339181,43.2748538,37.42690058,11.69590643,48.93617021,0.0
1000,KS,Sherman,240.0,5.309734513,97.91666667,2.083333333,96.25,0.0,0.0,3.75,0.0,45.41666667,48.75,5.833333333,100.0,0.0
1001,KS,Smith,305.0,10.45236463,89.18032787,10.81967213,100.0,0.0,0.0,0.0,4.918032787,44.91803279,27.86885246,22.29508197,87.69230769,5.263157895
1002,KS,Stafford,236.0,7.352024922,94.91525424,5.084745763,97.88135593,0.0,2.118644068,0.0,3.389830509,44.49152542,36.86440678,15.25423729,60.71428571,5.882352941
1003,KS,Stanton,42.0,2.920723227,100.0,0.0,100.0,0.0,0.0,0.0,4.761904762,16.66666667,78.57142857,0.0,100.0,0.0
1004,KS,Stevens,209.0,5.299188641,94.25837321,5.741626794,100.0,0.0,0.0,0.0,8.612440191,43.54066986,37.32057416,10.52631579,100.0,16.27906977
1005,KS,Sumner,1443.0,8.280254777,93.55509356,6.444906445,92.37699238,1.108801109,0.831600832,5.821205821,5.682605683,31.46223146,38.18433818,24.67082467,74.6799431,3.428571429
1006,KS,Thomas,357.0,5.913533212,96.91876751,3.081232493,100.0,0.0,0.0,0.0,1.436781609,62.93103448,19.82758621,15.8045977,70.45454545,0.0
1007,KS,Trego,242.0,10.37291042,95.8677686,4.132231405,91.32231405,0.0,1.239669422,7.438016529,0.0,35.95041322,39.66942149,24.38016529,79.03225806,0.0
1008,KS,Wabaunsee,513.0,9.786341091,84.01559454,15.98440546,94.93177388,1.559454191,3.118908382,2.144249513,2.783300199,33.20079523,50.49701789,13.51888668,78.14569536,1.694915254
1009,KS,Wallace,120.0,10.30042918,87.5,12.5,95.83333333,1.666666667,2.5,2.5,3.333333333,28.33333333,49.16666667,19.16666667,83.33333333,0.0
1010,KS,Washington,347.0,8.143628256,98.27089337,1.729106628,97.98270893,1.729106628,0.0,0.288184438,11.81556196,58.21325648,21.90201729,8.069164265,72.28915663,0.0
1011,KS,Wichita,119.0,7.460815047,84.03361345,15.96638655,68.90756303,0.0,29.41176471,1.680672269,0.0,59.375,40.625,0.0,100.0,0.0
1012,KS,Wilson,505.0,7.64803877,92.87128713,7.128712871,91.88118812,0.0,4.356435644,3.762376238,11.30952381,45.83333333,29.36507937,13.49206349,64.73988439,4.464285714
1013,KS,Woodson,248.0,10.0364225,99.59677419,0.403225807,93.9516129,0.0,0.806451613,5.241935484,4.032258065,37.90322581,44.35483871,13.70967742,55.96330275,0.0
1014,KS,Wyandotte,7928.0,6.674636717,93.28960646,6.710393542,59.88900101,27.06861756,7.265388497,8.577194753,8.553971487,34.12678208,39.16751527,18.15173116,76.94444444,4.572803851
1015,KY,Kentucky,267594.0,7.810685292,91.8996689,8.100331099,87.49785122,8.928451311,1.757513248,2.302742214,8.642441926,33.32325439,36.30611767,21.72818602,72.26682604,4.535581196
1016,KY,Adair,1104.0,7.135009371,89.40217391,10.59782609,94.74637681,0.0,5.253623188,0.0,13.04347826,44.47463768,31.06884058,11.41304348,52.77777778,2.167182663
1017,KY,Allen,1046.0,6.561696255,89.77055449,10.22944551,99.52198853,0.478011472,0.0,0.0,13.09751434,30.01912046,31.0707457,25.8126195,64.13612565,0.0
1018,KY,Anderson,1180.0,6.916358947,94.49152542,5.508474576,94.57627119,0.677966102,1.949152542,2.79661017,6.271186441,31.69491525,44.15254237,17.88135593,68.55241265,0.970873786
1019,KY,Ballard,680.0,10.85048668,91.61764706,8.382352941,95.0,3.529411765,0.294117647,1.176470588,12.79411765,35.88235294,30.58823529,20.73529412,80.43478261,0.900900901
1020,KY,Barren,2059.0,6.165593652,91.25789218,8.742107819,95.48324429,1.602719767,0.33997086,2.91403594,7.121807466,47.29862475,26.62082515,18.95874263,65.77243293,5.344585091
1021,KY,Bath,671.0,7.333333333,95.08196721,4.918032787,98.80774963,1.192250373,0.0,0.0,15.20376176,42.94670846,26.80250784,15.04702194,74.85207101,2.766798419
1022,KY,Bell,1054.0,4.99715532,96.77419355,3.225806452,93.92789374,2.75142315,0.0,3.320683112,20.26897214,42.45917387,24.97598463,12.29586936,38.75968992,20.66666667
1023,KY,Boone,8685.0,9.03492255,94.59988486,5.400115141,93.9666091,2.774899252,1.174438687,2.084052965,4.035087719,29.01754386,43.06432749,23.88304094,80.45771144,1.657185259
1024,KY,Bourbon,1207.0,7.775558848,90.72079536,9.27920464,87.4067937,11.43330572,1.15990058,0.0,13.91880696,30.73736537,37.94531897,17.3985087,69.78967495,2.739726027
1025,KY,Boyd,3511.0,9.357177123,93.70549701,6.294502991,96.43976075,1.936770151,0.256337226,1.367131871,7.969968236,34.7097892,32.74617384,24.57406873,60.07583965,3.606853021
1026,KY,Boyle,1512.0,6.302626094,90.67460317,9.325396825,91.7989418,5.092592593,0.661375661,2.447089947,4.774535809,34.9469496,32.82493369,27.4535809,69.66442953,3.468208093
1027,KY,Bracken,337.0,5.335655478,91.39465875,8.605341246,100.0,0.0,0.0,0.0,12.8440367,44.64831804,37.9204893,4.587155963,64.53488372,9.90990991
1028,KY,Breathitt,432.0,4.179970972,92.12962963,7.87037037,100.0,0.0,0.0,0.0,15.0462963,47.22222222,22.91666667,14.81481481,50.93167702,30.48780488
1029,KY,Breckinridge,1551.0,9.973635136,95.55125725,4.448742747,90.26434558,5.415860735,0.580270793,3.739522889,13.11369509,34.625323,41.47286822,10.7881137,63.60946746,8.837209302
1030,KY,Bullitt,5513.0,8.835643882,94.66715037,5.332849628,94.23181571,1.015780882,1.451115545,3.44639942,12.59625963,37.89878988,36.8903557,12.61459479,75.23124358,3.870673953
1031,KY,Butler,857.0,8.680239036,91.71528588,8.284714119,99.53325554,0.466744457,0.0,0.0,10.78546307,40.32825322,32.5908558,16.2954279,54.05405405,0.0
