,State,County,Latitude,Longitude,TotalVets,MaleVets,FemaleVets,WhiteVets,BlackVets,HispanicVets,OtherRaceVets,LessThanHSVets,HighSchOnlyVets,SomeCollegeVets,CollegeDegreeVets,EmployeedVets,UnemployeedVets
1654,MT,Liberty,46.6797995,-110.044783,186,186,0,170,0,14,0,27,65,73,19,113,0
1655,MT,Lincoln,46.6797995,-110.044783,2365,2246,118,2276,5,24,63,178,829,880,475,1544,160
1656,MT,McCone,46.6797995,-110.044783,108,99,8,104,0,3,0,11,65,16,13,89,0
1657,MT,Madison,46.6797995,-110.044783,910,871,38,837,0,25,52,12,217,373,307,745,12
1658,MT,Meagher,46.6797995,-110.044783,123,123,0,121,0,0,1,6,49,25,40,123,0
1659,MT,Mineral,46.6797995,-110.044783,553,501,52,523,0,7,22,32,190,212,118,361,45
1660,MT,Missoula,46.6797995,-110.044783,7648,7038,609,7041,61,235,439,404,1575,3032,2634,6052,522
1661,MT,Musselshell,46.6797995,-110.044783,518,442,75,492,0,0,24,27,140,259,88,175,0
1662,MT,Park,46.6797995,-110.044783,1396,1223,172,1374,0,14,21,93,421,530,349,1012,21
1663,MT,Petroleum,46.6797995,-110.044783,34,29,4,34,0,0,0,1,23,6,1,26,0
1664,MT,Phillips,46.6797995,-110.044783,351,312,38,302,0,8,40,26,97,130,95,211,0
1665,MT,Pondera,46.6797995,-110.044783,537,485,51,495,0,0,41,30,175,274,57,431,123
1666,MT,Powder River,46.6797995,-110.044783,119,116,2,116,0,2,0,8,42,35,31,119,0
1667,MT,Powell,46.6797995,-110.044783,792,705,86,761,0,17,22,22,271,325,173,431,16
1668,MT,Prairie,46.6797995,-110.044783,167,143,24,165,0,0,1,0,65,57,44,140,0
1669,MT,Ravalli,46.6797995,-110.044783,4423,4059,364,4203,0,92,146,259,1250,1737,1176,3339,175
1670,MT,Richland,46.6797995,-110.044783,630,571,57,558,0,34,36,10,256,295,66,616,0
1671,MT,Roosevelt,46.6797995,-110.044783,657,604,53,396,0,0,260,25,133,388,109,460,0
1672,MT,Rosebud,46.6797995,-110.044783,620,582,37,506,6,0,108,19,223,234,142,525,19
1673,MT,Sanders,46.6797995,-110.044783,1313,1230,83,1199,0,36,82,102,602,393,215,659,203
1674,MT,Sheridan,46.6797995,-110.044783,246,220,25,224,0,7,19,24,71,111,39,220,0
1675,MT,Silver Bow,46.6797995,-110.044783,2699,2438,260,2493,0,61,190,157,929,975,635,1962,84
1676,MT,Stillwater,46.6797995,-110.044783,692,660,30,661,7,1,19,24,266,205,196,519,52
1677,MT,Sweet Grass,46.6797995,-110.044783,343,318,23,343,0,0,0,7,130,122,81,219,0
1678,MT,Teton,46.6797995,-110.044783,497,447,49,458,0,0,39,23,161,211,101,362,0
1679,MT,Toole,46.6797995,-110.044783,447,434,13,419,5,15,18,14,138,237,57,292,21
1680,MT,Treasure,46.6797995,-110.044783,61,59,2,61,0,0,0,8,26,14,11,33,0
1681,MT,Valley,46.6797995,-110.044783,533,508,24,494,0,0,38,12,221,187,112,424,18
1682,MT,Wheatland,46.6797995,-110.044783,115,112,2,115,0,0,0,0,43,52,18,60,0
1683,MT,Wibaux,46.6797995,-110.044783,94,71,22,85,0,0,8,5,48,19,19,89,1
1684,MT,Yellowstone,46.6797995,-110.044783,11655,10505,1148,10686,48,317,734,463,3971,3895,3323,9399,334
1685,NE,Nebraska,41.5008195,-99.680902,117466,107492,9973,105879,4915,3797,3662,6432,34001,44080,32951,97969,2501
1686,NE,Adams,41.5008195,-99.680902,1834,1745,88,1724,0,37,70,211,663,594,364,1366,23
1687,NE,Antelope,41.5008195,-99.680902,494,456,37,482,0,11,0,37,251,155,51,459,20
1688,NE,Arthur,41.5008195,-99.680902,20,19,1,20,0,0,0,1,12,3,4,20,0
1689,NE,Banner,41.5008195,-99.680902,45,40,4,45,0,0,0,1,22,17,4,30,0
1690,NE,Blaine,41.5008195,-99.680902,50,34,16,50,0,0,0,10,7,11,22,38,0
1691,NE,Boone,41.5008195,-99.680902,372,353,17,355,10,2,3,26,155,116,74,350,5
1692,NE,Box Butte,41.5008195,-99.680902,689,597,91,638,0,49,18,59,286,292,49,536,0
1693,NE,Boyd,41.5008195,-99.680902,199,177,21,184,7,0,7,12,95,64,27,135,0
1694,NE,Brown,41.5008195,-99.680902,195,191,3,194,0,0,1,14,120,35,24,177,0
1695,NE,Buffalo,41.5008195,-99.680902,2399,2253,144,2347,44,3,2,132,832,961,472,2092,29
1696,NE,Burt,41.5008195,-99.680902,534,514,19,512,4,8,6,33,221,203,75,403,20
1697,NE,Butler,41.5008195,-99.680902,569,519,49,564,0,4,0,39,270,176,83,318,8
1698,NE,Cass,41.5008195,-99.680902,2591,2355,235,2474,0,73,87,159,688,929,812,2395,119
1699,NE,Cedar,41.5008195,-99.680902,565,546,18,542,4,8,13,67,217,221,58,457,10
1700,NE,Chase,41.5008195,-99.680902,236,233,1,236,0,0,0,19,67,95,53,232,0
1701,NE,Cherry,41.5008195,-99.680902,415,379,35,400,0,0,14,66,101,173,75,329,3
1702,NE,Cheyenne,41.5008195,-99.680902,720,640,79,712,0,5,2,31,295,277,114,534,0
1703,NE,Clay,41.5008195,-99.680902,395,380,14,390,0,4,4,37,171,134,52,324,0
1704,NE,Colfax,41.5008195,-99.680902,331,327,4,328,0,3,0,79,121,91,40,287,0
1705,NE,Cuming,41.5008195,-99.680902,521,511,9,509,4,6,0,85,281,113,39,391,0
1706,NE,Custer,41.5008195,-99.680902,803,706,96,800,0,0,2,16,324,294,168,603,0
1707,NE,Dakota,41.5008195,-99.680902,879,770,108,791,0,48,45,71,503,220,84,763,0
1708,NE,Dawes,41.5008195,-99.680902,709,652,55,618,10,28,50,36,210,233,228,678,0
1709,NE,Dawson,41.5008195,-99.680902,1292,1252,39,1159,26,89,28,162,436,531,161,1018,42
1710,NE,Deuel,41.5008195,-99.680902,163,158,5,162,0,1,0,9,65,65,23,131,0
1711,NE,Dixon,41.5008195,-99.680902,382,362,19,377,0,1,1,37,201,93,48,329,0
1712,NE,Dodge,41.5008195,-99.680902,2565,2416,148,2504,3,24,38,143,927,1067,427,2177,57
1713,NE,Douglas,41.5008195,-99.680902,29366,26683,2683,24207,3255,1015,1056,1337,6766,11154,10108,23978,1015
1714,NE,Dundy,41.5008195,-99.680902,145,132,12,140,0,0,4,11,48,48,37,110,13
1715,NE,Fillmore,41.5008195,-99.680902,328,314,14,328,0,0,0,38,128,132,28,236,0
1716,NE,Franklin,41.5008195,-99.680902,246,224,22,222,2,9,10,22,111,77,33,144,0
1717,NE,Frontier,41.5008195,-99.680902,211,206,3,208,0,2,0,6,96,80,26,159,0
1718,NE,Furnas,41.5008195,-99.680902,342,326,15,315,0,6,20,32,135,122,52,298,33
1719,NE,Gage,41.5008195,-99.680902,1184,1119,63,1151,0,0,32,50,476,492,163,1002,14
1720,NE,Garden,41.5008195,-99.680902,192,167,24,189,0,0,3,22,47,58,62,174,0
1721,NE,Garfield,41.5008195,-99.680902,171,164,7,166,0,0,4,12,87,48,23,97,0
1722,NE,Gosper,41.5008195,-99.680902,166,155,10,148,0,9,7,5,45,65,50,130,0
1723,NE,Grant,41.5008195,-99.680902,29,24,4,29,0,0,0,0,13,13,3,21,0
1724,NE,Greeley,41.5008195,-99.680902,178,170,7,175,0,0,2,13,85,70,8,109,22
1725,NE,Hall,41.5008195,-99.680902,3159,2877,280,2888,32,170,128,359,949,1360,489,2437,45
1726,NE,Hamilton,41.5008195,-99.680902,676,646,30,644,0,19,32,34,245,320,75,634,19
1727,NE,Harlan,41.5008195,-99.680902,285,264,21,270,15,0,0,11,104,99,70,285,0
1728,NE,Hayes,41.5008195,-99.680902,62,62,0,62,0,0,0,0,10,39,10,55,4
1729,NE,Hitchcock,41.5008195,-99.680902,211,203,7,211,0,0,0,10,107,73,20,168,0
1730,NE,Holt,41.5008195,-99.680902,614,601,13,562,0,3,46,75,234,190,113,565,0
1731,NE,Hooker,41.5008195,-99.680902,85,78,5,65,0,19,0,0,52,18,14,63,0
1732,NE,Howard,41.5008195,-99.680902,380,373,6,365,0,4,14,28,183,113,54,310,0
1733,NE,Jefferson,41.5008195,-99.680902,534,473,60,534,0,0,0,49,198,189,94,436,23
1734,NE,Johnson,41.5008195,-99.680902,336,333,3,312,0,6,21,11,165,81,76,226,0
1735,NE,Kearney,41.5008195,-99.680902,394,369,25,392,0,1,1,4,139,186,64,387,6
1736,NE,Keith,41.5008195,-99.680902,634,560,73,552,0,69,11,26,281,235,90,551,5
1737,NE,Keya Paha,41.5008195,-99.680902,35,29,5,32,0,2,2,0,16,12,5,35,0
1738,NE,Kimball,41.5008195,-99.680902,290,278,12,280,0,9,1,34,139,70,45,214,3
1739,NE,Knox,41.5008195,-99.680902,667,605,62,594,6,4,64,76,232,245,112,581,16
1740,NE,Lancaster,41.5008195,-99.680902,15225,14164,1059,14024,432,370,470,733,3813,5488,5190,13080,237
1741,NE,Lincoln,41.5008195,-99.680902,2649,2425,223,2463,20,140,31,103,764,1139,641,2239,0
1742,NE,Logan,41.5008195,-99.680902,79,78,1,72,0,0,7,2,27,33,16,74,0
1743,NE,Loup,41.5008195,-99.680902,34,34,0,32,0,0,1,5,5,5,16,17,0
1744,NE,McPherson,41.5008195,-99.680902,31,31,0,31,0,0,0,0,6,24,0,31,0
1745,NE,Madison,41.5008195,-99.680902,1939,1815,123,1850,24,32,35,201,687,588,461,1488,0
1746,NE,Merrick,41.5008195,-99.680902,576,549,27,566,0,0,9,21,271,213,69,482,0
1747,NE,Morrill,41.5008195,-99.680902,301,281,19,289,0,9,11,28,85,155,30,275,0
1748,NE,Nance,41.5008195,-99.680902,276,265,10,248,3,22,0,11,114,103,46,226,7
1749,NE,Nemaha,41.5008195,-99.680902,496,434,62,456,0,2,36,2,155,198,139,394,0
1750,NE,Nuckolls,41.5008195,-99.680902,371,344,26,368,0,2,0,52,92,179,46,328,0
1751,NE,Otoe,41.5008195,-99.680902,1174,1101,73,1159,0,9,4,75,436,456,205,1006,0
1752,NE,Pawnee,41.5008195,-99.680902,196,182,14,196,0,0,0,35,83,57,19,116,0
1753,NE,Perkins,41.5008195,-99.680902,173,168,4,159,3,6,7,11,52,85,24,155,0
1754,NE,Phelps,41.5008195,-99.680902,522,507,13,519,0,3,0,25,202,217,78,486,0
1755,NE,Pierce,41.5008195,-99.680902,408,372,36,408,0,0,0,24,183,121,78,301,0
1756,NE,Platte,41.5008195,-99.680902,1903,1763,140,1825,15,47,23,71,616,880,335,1572,75
1757,NE,Polk,41.5008195,-99.680902,337,323,14,333,0,0,2,31,158,89,57,311,0
1758,NE,Red Willow,41.5008195,-99.680902,709,632,76,700,0,1,7,45,270,253,138,549,0
1759,NE,Richardson,41.5008195,-99.680902,665,648,16,638,2,10,14,41,279,229,114,466,16
1760,NE,Rock,41.5008195,-99.680902,79,79,0,79,0,0,0,0,37,20,20,79,0
1761,NE,Saline,41.5008195,-99.680902,656,601,53,612,12,18,12,51,228,252,122,579,39
1762,NE,Sarpy,41.5008195,-99.680902,17961,15475,2485,15530,903,963,804,382,3232,6679,7666,15436,292
1763,NE,Saunders,41.5008195,-99.680902,1387,1276,110,1344,8,20,13,116,500,465,304,1101,58
1764,NE,Scotts Bluff,41.5008195,-99.680902,2213,1997,215,1902,8,243,122,148,601,1060,401,1701,29
1765,NE,Seward,41.5008195,-99.680902,969,921,48,930,17,9,12,17,303,397,251,842,2
1766,NE,Sheridan,41.5008195,-99.680902,470,435,35,443,0,8,22,40,205,118,106,420,0
1767,NE,Sherman,41.5008195,-99.680902,183,174,8,181,0,0,2,15,83,59,25,138,0
1768,NE,Sioux,41.5008195,-99.680902,87,81,5,85,2,0,0,17,24,24,19,87,0
1769,NE,Stanton,41.5008195,-99.680902,381,361,19,358,0,21,0,29,98,226,26,324,0
1770,NE,Thayer,41.5008195,-99.680902,340,317,21,321,11,6,0,17,152,139,30,237,0
1771,NE,Thomas,41.5008195,-99.680902,38,38,0,38,0,0,0,0,16,6,14,32,0
1772,NE,Thurston,41.5008195,-99.680902,315,292,23,187,0,10,127,23,107,156,28,257,23
1773,NE,Valley,41.5008195,-99.680902,322,286,35,291,0,29,0,27,162,104,27,239,0
1774,NE,Washington,41.5008195,-99.680902,1518,1478,39,1482,19,15,1,56,639,444,377,1174,0
1775,NE,Wayne,41.5008195,-99.680902,496,487,8,496,0,0,0,28,154,196,117,492,0
1776,NE,Webster,41.5008195,-99.680902,235,214,21,224,0,0,10,7,106,96,24,201,9
1777,NE,Wheeler,41.5008195,-99.680902,44,44,0,44,0,0,0,1,11,28,2,38,0
1778,NE,York,41.5008195,-99.680902,821,768,53,801,0,19,0,36,310,316,156,652,102
1779,NV,Nevada,38.502032,-117.0230604,207767,188014,19753,152069,19640,19723,23059,8821,50670,91963,56312,157312,11197
1780,NV,Churchill,38.502032,-117.0230604,3118,2857,260,2508,114,313,274,152,861,1583,520,2410,92
1781,NV,Clark,38.502032,-117.0230604,142776,128281,14494,96255,18249,15379,18032,6065,33770,63610,39329,108607,7925
1782,NV,Douglas,38.502032,-117.0230604,5364,5106,257,4740,37,340,338,159,1351,2206,1646,3732,166
1783,NV,Elko,38.502032,-117.0230604,3109,2818,291,2425,31,447,393,140,1107,1470,389,2496,36
1784,NV,Esmeralda,38.502032,-117.0230604,130,130,0,130,0,0,0,5,35,53,34,130,0
1785,NV,Eureka,38.502032,-117.0230604,177,161,16,161,0,0,16,0,42,113,21,177,0
1786,NV,Humboldt,38.502032,-117.0230604,1039,924,114,842,34,142,119,107,314,380,236,887,31
1787,NV,Lander,38.502032,-117.0230604,392,390,2,384,0,0,7,2,93,233,62,370,19
1788,NV,Lincoln,38.502032,-117.0230604,520,463,56,449,0,70,70,48,48,252,170,262,171
1789,NV,Lyon,38.502032,-117.0230604,6109,5472,636,5652,52,182,311,275,1630,2917,1284,4166,489
1790,NV,Mineral,38.502032,-117.0230604,614,601,13,482,44,35,60,21,182,258,151,313,85
1791,NV,Nye,38.502032,-117.0230604,5864,5295,568,5277,81,331,321,333,2038,2465,1025,3688,147
1792,NV,Pershing,38.502032,-117.0230604,585,553,31,458,6,70,83,27,253,244,60,177,0
1793,NV,Storey,38.502032,-117.0230604,471,455,16,425,29,0,16,37,122,160,150,385,30
1794,NV,Washoe,38.502032,-117.0230604,32421,29672,2748,27355,873,2204,2657,1215,7537,13807,9861,25639,1895
1795,NV,White Pine,38.502032,-117.0230604,708,663,44,603,49,24,53,22,243,294,148,427,0
1796,NV,Carson,38.502032,-117.0230604,4370,4167,203,3915,36,179,303,206,1029,1913,1220,2910,110
1797,NH,New Hampshire,44.0012306,-71.5799231,96098,88374,7724,91790,949,1577,2180,5018,28513,32105,30460,79137,3229
1798,NH,Belknap,44.0012306,-71.5799231,5345,4932,412,5178,45,67,116,312,1838,1774,1419,4125,244
1799,NH,Carroll,44.0012306,-71.5799231,4015,3838,176,3941,14,26,48,119,1312,1260,1322,3504,190
1800,NH,Cheshire,44.0012306,-71.5799231,5956,5419,536,5729,13,44,168,398,1966,1854,1735,5093,213
1801,NH,Coos,44.0012306,-71.5799231,2886,2591,294,2709,35,19,141,217,1259,908,500,2123,150
1802,NH,Grafton,44.0012306,-71.5799231,6259,5786,472,6105,27,69,100,362,1957,1668,2270,4768,54
1803,NH,Hillsborough,44.0012306,-71.5799231,26449,24286,2162,25019,380,539,687,1546,6981,9018,8902,21615,1083
1804,NH,Merrimack,44.0012306,-71.5799231,10742,9844,897,10356,42,226,130,495,3282,3457,3505,8830,269
1805,NH,Rockingham,44.0012306,-71.5799231,21737,19813,1923,20695,252,402,438,821,5962,7889,7064,18884,659
1806,NH,Strafford,44.0012306,-71.5799231,9099,8547,551,8523,140,180,272,591,2534,3101,2870,7431,307
1807,NH,Sullivan,44.0012306,-71.5799231,3610,3315,294,3531,0,0,79,151,1413,1176,868,2744,59
1808,NJ,New Jersey,40.1430058,-74.7311156,321991,301568,20421,247878,40931,25186,16510,22646,108041,95122,96179,257606,17051
1809,NJ,Atlantic,40.1430058,-74.7311156,12325,11617,706,9665,1562,652,730,1253,4023,4181,2866,9414,592
1810,NJ,Bergen,40.1430058,-74.7311156,27237,25703,1533,21496,1806,2809,1816,1958,8669,7353,9254,22884,909
1811,NJ,Burlington,40.1430058,-74.7311156,27906,25220,2685,19979,5503,1694,1385,1257,8802,9469,8375,22650,1200
1812,NJ,Camden,40.1430058,-74.7311156,22867,21433,1433,16229,4681,1183,1190,1840,7788,7165,6072,17900,1619
1813,NJ,Cape May,40.1430058,-74.7311156,6720,6351,367,6280,249,139,60,395,2477,1930,1916,5497,191
1814,NJ,Cumberland,40.1430058,-74.7311156,6495,5969,525,4692,969,712,353,592,2764,2065,1073,4413,202
1815,NJ,Essex,40.1430058,-74.7311156,18419,16775,1642,8095,7677,2128,1180,1719,5710,5127,5861,13787,1628
1816,NJ,Gloucester,40.1430058,-74.7311156,15247,14043,1204,12907,1839,383,236,1357,5729,4725,3434,12096,794
1817,NJ,Hudson,40.1430058,-74.7311156,11856,10846,1008,6144,1824,3342,2019,1312,4126,3213,3202,9294,933
1818,NJ,Hunterdon,40.1430058,-74.7311156,5439,5245,193,5214,105,65,68,268,1432,1475,2261,4944,561
1819,NJ,Mercer,40.1430058,-74.7311156,12035,11452,583,8568,2594,730,421,776,3983,3380,3894,8943,1145
1820,NJ,Middlesex,40.1430058,-74.7311156,24709,23410,1298,18224,2404,3070,2004,1814,8889,7217,6786,19931,1305
1821,NJ,Monmouth,40.1430058,-74.7311156,24383,22803,1579,20468,2333,1089,866,1329,7298,7336,8417,20071,1033
1822,NJ,Morris,40.1430058,-74.7311156,17739,16821,918,15731,496,1086,668,740,5128,4544,7325,15423,619
1823,NJ,Ocean,40.1430058,-74.7311156,35973,34283,1689,33370,924,1361,570,2688,13494,10732,9057,28463,2066
1824,NJ,Passaic,40.1430058,-74.7311156,12569,11979,588,9693,1188,1356,743,854,4700,3351,3662,9964,628
1825,NJ,Salem,40.1430058,-74.7311156,3839,3530,307,3148,375,185,209,356,1470,1259,753,2712,125
1826,NJ,Somerset,40.1430058,-74.7311156,9579,8923,654,7679,743,790,730,551,2393,2599,4034,8329,198
1827,NJ,Sussex,40.1430058,-74.7311156,7188,6765,422,6487,152,517,154,228,2588,2279,2090,5873,320
1828,NJ,Union,40.1430058,-74.7311156,14080,13181,899,8847,3266,1716,1014,1082,4531,3848,4617,11430,394
1829,NJ,Warren,40.1430058,-74.7311156,5386,5204,180,4952,228,170,86,272,2030,1885,1196,4599,356
1830,NM,New Mexico,34.1662325,-106.0260685,144977,131397,13580,85143,5384,44829,19042,8061,34282,56051,46580,104745,7366
1831,NM,Bernalillo,34.1662325,-106.0260685,47654,42971,4682,28541,2251,14500,5814,1643,9666,18191,18152,34422,2248
1832,NM,Catron,34.1662325,-106.0260685,514,507,6,482,0,32,4,17,266,95,132,452,0
1833,NM,Chaves,34.1662325,-106.0260685,3590,3449,140,2265,103,1182,265,357,1164,1323,744,2569,307
1834,NM,Cibola,34.1662325,-106.0260685,1516,1410,106,613,4,426,573,141,639,533,201,1166,96
1835,NM,Colfax,34.1662325,-106.0260685,1158,1110,47,774,0,363,53,79,327,510,239,552,120
1836,NM,Curry,34.1662325,-106.0260685,4403,3913,489,3033,430,822,363,130,926,2380,965,3572,241
1837,NM,De Baca,34.1662325,-106.0260685,235,198,36,132,0,102,51,8,87,134,4,143,0
1838,NM,Doña Ana,34.1662325,-106.0260685,14276,12782,1493,7209,666,5983,1108,982,2747,5599,4946,10315,600
1839,NM,Eddy,34.1662325,-106.0260685,3373,3129,244,1913,103,1253,196,246,1255,1239,631,2783,97
1840,NM,Grant,34.1662325,-106.0260685,2555,2452,103,1504,40,999,103,195,545,1068,745,1586,272
1841,NM,Guadalupe,34.1662325,-106.0260685,280,253,26,37,0,232,8,65,75,127,12,234,0
1842,NM,Harding,34.1662325,-106.0260685,50,49,1,39,0,11,1,6,15,24,5,35,8
1843,NM,Hidalgo,34.1662325,-106.0260685,351,338,12,153,15,163,17,16,134,151,48,309,17
1844,NM,Lea,34.1662325,-106.0260685,2168,1965,203,1457,137,515,117,204,658,907,398,1891,240
1845,NM,Lincoln,34.1662325,-106.0260685,1927,1747,179,1499,0,415,14,70,516,677,662,1373,261
1846,NM,Los Alamos,34.1662325,-106.0260685,1429,1263,165,1106,10,179,176,3,144,333,947,1316,11
1847,NM,Luna,34.1662325,-106.0260685,1549,1468,80,1095,34,392,50,186,592,473,296,800,79
1848,NM,McKinley,34.1662325,-106.0260685,3035,2462,572,593,64,544,2048,422,1048,959,605,1875,358
1849,NM,Mora,34.1662325,-106.0260685,448,400,47,77,0,355,182,36,157,192,61,185,34
1850,NM,Otero,34.1662325,-106.0260685,7770,6926,843,5721,598,1139,591,364,1689,3809,1906,5802,263
1851,NM,Quay,34.1662325,-106.0260685,493,462,30,324,3,142,81,32,107,271,81,256,42
1852,NM,Rio Arriba,34.1662325,-106.0260685,2132,2020,111,617,10,1300,748,152,781,631,566,1468,76
1853,NM,Roosevelt,34.1662325,-106.0260685,1022,875,146,810,65,109,66,154,199,336,331,829,0
1854,NM,Sandoval,34.1662325,-106.0260685,10956,9710,1245,6978,362,2821,1438,451,2223,4206,4074,8006,276
1855,NM,San Juan,34.1662325,-106.0260685,7025,6536,487,4161,100,945,2034,396,2375,3041,1210,5482,350
1856,NM,San Miguel,34.1662325,-106.0260685,1981,1782,198,622,0,1356,546,137,460,787,595,740,293
1857,NM,Santa Fe,34.1662325,-106.0260685,9715,8816,898,5665,115,3528,1115,607,1722,3166,4218,6771,317
1858,NM,Sierra,34.1662325,-106.0260685,1442,1378,63,1234,21,163,71,114,436,592,299,754,0
1859,NM,Socorro,34.1662325,-106.0260685,1173,1032,140,678,0,453,116,152,463,203,353,639,0
1860,NM,Taos,34.1662325,-106.0260685,2629,2518,111,1142,97,1332,307,100,443,1071,1013,1522,427
1861,NM,Torrance,34.1662325,-106.0260685,1590,1499,90,1159,19,410,31,182,623,504,278,991,92
1862,NM,Union,34.1662325,-106.0260685,335,335,0,212,4,111,14,34,211,79,8,231,37
1863,NM,Valencia,34.1662325,-106.0260685,6203,5626,575,3288,122,2532,726,362,1540,2530,1769,4520,582
1864,NY,New York,40.7056258,-73.97968,705924,656633,49290,556883,76873,55865,40976,51451,229184,234406,190882,525546,34295
1865,NY,Albany,40.7056258,-73.97968,14955,13827,1127,12615,1443,478,629,1009,4198,4900,4845,11501,872
1866,NY,Allegany,40.7056258,-73.97968,3454,3219,234,3395,0,29,51,228,1469,1345,410,2172,234
1867,NY,Bronx,40.7056258,-73.97968,25175,22779,2396,5254,9998,10266,5837,3373,7939,8852,5009,15696,2023
1868,NY,Broome,40.7056258,-73.97968,11417,10674,742,10750,279,137,267,769,4085,3874,2688,8488,896
1869,NY,Cattaraugus,40.7056258,-73.97968,5930,5494,436,5652,22,46,220,422,2561,2135,810,4303,163
1870,NY,Cayuga,40.7056258,-73.97968,5254,4973,281,5080,121,38,22,455,1764,2188,845,3734,112
1871,NY,Chautauqua,40.7056258,-73.97968,8231,7772,458,7835,113,199,108,557,3399,2801,1473,5894,422
1872,NY,Chemung,40.7056258,-73.97968,5993,5503,489,5514,291,88,166,401,2363,2073,1154,4536,177
1873,NY,Chenango,40.7056258,-73.97968,3493,3363,130,3346,0,61,89,414,1281,1271,526,2289,126
1874,NY,Clinton,40.7056258,-73.97968,5821,5367,453,5619,44,90,135,429,2283,2041,1066,4211,161
1875,NY,Columbia,40.7056258,-73.97968,3975,3675,299,3770,123,28,52,322,1319,1368,965,3271,344
1876,NY,Cortland,40.7056258,-73.97968,2769,2561,207,2606,3,64,107,227,971,973,597,2113,92
1877,NY,Delaware,40.7056258,-73.97968,3337,3113,222,3226,7,49,69,380,1376,1009,570,2422,214
1878,NY,Dutchess,40.7056258,-73.97968,13916,13291,624,11682,1255,794,276,903,4431,4787,3792,9948,773
1879,NY,Erie,40.7056258,-73.97968,52004,48811,3192,44782,5181,1263,1322,3671,17017,18026,13288,38456,2422
1880,NY,Essex,40.7056258,-73.97968,2717,2545,172,2602,29,37,47,144,1076,994,500,1932,120
1881,NY,Franklin,40.7056258,-73.97968,3189,2906,282,2973,24,58,160,205,1360,1182,441,2038,160
1882,NY,Fulton,40.7056258,-73.97968,3271,3091,179,3156,42,50,43,288,1073,1360,548,2303,94
1883,NY,Genesee,40.7056258,-73.97968,3873,3597,274,3631,30,67,174,247,1560,1496,568,3166,158
1884,NY,Greene,40.7056258,-73.97968,3325,3104,220,3173,96,9,46,227,1563,982,552,2435,23
1885,NY,Hamilton,40.7056258,-73.97968,443,336,106,438,0,0,3,76,143,173,48,149,8
1886,NY,Herkimer,40.7056258,-73.97968,4585,4241,343,4433,8,56,111,373,1902,1528,780,3281,325
1887,NY,Jefferson,40.7056258,-73.97968,9895,8728,1166,8125,835,648,461,527,2991,4366,2010,7576,502
1888,NY,Kings,40.7056258,-73.97968,37191,33420,3770,14650,14345,6713,5101,3665,10988,11777,10759,26633,2782
1889,NY,Lewis,40.7056258,-73.97968,1580,1463,116,1565,0,7,7,194,779,412,193,1093,23
1890,NY,Livingston,40.7056258,-73.97968,3745,3591,154,3561,101,66,44,279,1374,1380,711,2813,68
1891,NY,Madison,40.7056258,-73.97968,4506,4199,305,4335,0,102,67,211,1955,1323,1015,3613,199
1892,NY,Monroe,40.7056258,-73.97968,34611,32025,2586,29377,3480,1035,1070,1964,9516,12310,10819,27300,1533
1893,NY,Montgomery,40.7056258,-73.97968,2805,2609,195,2642,20,118,60,241,1252,994,316,2078,210
1894,NY,Nassau,40.7056258,-73.97968,43255,41083,2171,35345,3898,2798,2447,2445,13257,12558,14993,34422,1769
1895,NY,New York,40.7056258,-73.97968,31459,29175,2284,19410,6015,5422,3497,2488,6408,6036,16525,21472,2307
1896,NY,Niagara,40.7056258,-73.97968,14144,13240,902,13080,625,198,287,1046,5314,5542,2240,10302,828
1897,NY,Oneida,40.7056258,-73.97968,14917,13805,1111,13595,545,481,435,1133,4730,5878,3173,10343,330
1898,NY,Onondaga,40.7056258,-73.97968,24919,23171,1747,22078,1746,565,716,1830,7620,8319,7149,19164,1133
1899,NY,Ontario,40.7056258,-73.97968,6966,6374,592,6618,136,102,127,304,2485,2369,1806,5867,199
1900,NY,Orange,40.7056258,-73.97968,19107,17302,1803,14387,1879,2481,1569,994,5688,7129,5293,14511,386
1901,NY,Orleans,40.7056258,-73.97968,3039,2867,171,2872,135,9,21,290,1211,1047,489,2175,173
1902,NY,Oswego,40.7056258,-73.97968,8568,7985,582,8383,21,97,75,736,3502,2956,1372,6449,316
1903,NY,Otsego,40.7056258,-73.97968,4036,3652,383,3884,49,68,67,196,1375,1470,992,2942,132
1904,NY,Putnam,40.7056258,-73.97968,3691,3528,162,3289,130,252,92,143,1258,1044,1244,3096,28
1905,NY,Queens,40.7056258,-73.97968,42135,38733,3401,19018,11611,7681,7333,4266,12502,13813,11553,31434,2342
1906,NY,Rensselaer,40.7056258,-73.97968,9397,8750,646,8827,187,195,235,573,3332,3405,2085,7135,250
1907,NY,Richmond,40.7056258,-73.97968,14964,14223,740,11033,1157,2322,1068,1039,6022,4671,3229,10698,329
1908,NY,Rockland,40.7056258,-73.97968,8706,8232,473,6683,988,854,496,517,2513,2661,3013,6962,720
1909,NY,St. Lawrence,40.7056258,-73.97968,7564,7088,474,7264,82,90,159,598,3217,2569,1178,4953,940
1910,NY,Saratoga,40.7056258,-73.97968,15389,14397,992,14538,169,407,378,873,4424,5634,4455,13231,536
1911,NY,Schenectady,40.7056258,-73.97968,8584,7642,941,7733,516,217,204,492,2752,2870,2469,6282,261
1912,NY,Schoharie,40.7056258,-73.97968,2384,2223,160,2295,1,44,41,198,863,882,439,1802,123
