,State,County,Latitude,Longitude,AveragePop2015to2019
495,GA,Marion,32.6781248,-83.2229757,8432.2
496,GA,Meriwether,32.6781248,-83.2229757,21105.8
497,GA,Miller,32.6781248,-83.2229757,5787.4
498,GA,Mitchell,32.6781248,-83.2229757,22243.8
499,GA,Monroe,32.6781248,-83.2229757,27171.4
500,GA,Montgomery,32.6781248,-83.2229757,9058.2
501,GA,Morgan,32.6781248,-83.2229757,18507.0
502,GA,Murray,32.6781248,-83.2229757,39723.8
503,GA,Muscogee,32.6781248,-83.2229757,195739.0
504,GA,Newton,32.6781248,-83.2229757,108078.8
505,GA,Oconee,32.6781248,-83.2229757,38132.4
506,GA,Oglethorpe,32.6781248,-83.2229757,14931.4
507,GA,Paulding,32.6781248,-83.2229757,159824.8
508,GA,Peach,32.6781248,-83.2229757,27145.0
509,GA,Pickens,32.6781248,-83.2229757,31386.8
510,GA,Pierce,32.6781248,-83.2229757,19249.6
511,GA,Pike,32.6781248,-83.2229757,18327.0
512,GA,Polk,32.6781248,-83.2229757,41907.8
513,GA,Pulaski,32.6781248,-83.2229757,11216.2
514,GA,Putnam,32.6781248,-83.2229757,21690.6
515,GA,Quitman,32.6781248,-83.2229757,2297.4
516,GA,Rabun,32.6781248,-83.2229757,16645.4
517,GA,Randolph,32.6781248,-83.2229757,6972.8
518,GA,Richmond,32.6781248,-83.2229757,201851.6
519,GA,Rockdale,32.6781248,-83.2229757,89717.0
520,GA,Schley,32.6781248,-83.2229757,5220.8
521,GA,Screven,32.6781248,-83.2229757,13988.8
522,GA,Seminole,32.6781248,-83.2229757,8321.0
523,GA,Spalding,32.6781248,-83.2229757,65306.4
524,GA,Stephens,32.6781248,-83.2229757,25750.2
525,GA,Stewart,32.6781248,-83.2229757,6293.0
526,GA,Sumter,32.6781248,-83.2229757,30064.0
527,GA,Talbot,32.6781248,-83.2229757,6321.0
528,GA,Taliaferro,32.6781248,-83.2229757,1603.0
529,GA,Tattnall,32.6781248,-83.2229757,25381.8
530,GA,Taylor,32.6781248,-83.2229757,8116.4
531,GA,Telfair,32.6781248,-83.2229757,16035.2
532,GA,Terrell,32.6781248,-83.2229757,8737.4
533,GA,Thomas,32.6781248,-83.2229757,44630.0
534,GA,Tift,32.6781248,-83.2229757,40541.4
535,GA,Toombs,32.6781248,-83.2229757,26972.4
536,GA,Towns,32.6781248,-83.2229757,11617.4
537,GA,Treutlen,32.6781248,-83.2229757,6794.6
538,GA,Troup,32.6781248,-83.2229757,69919.2
539,GA,Turner,32.6781248,-83.2229757,7942.8
540,GA,Twiggs,32.6781248,-83.2229757,8228.6
541,GA,Union,32.6781248,-83.2229757,23287.8
542,GA,Upson,32.6781248,-83.2229757,26236.4
543,GA,Walker,32.6781248,-83.2229757,69039.0
544,GA,Walton,32.6781248,-83.2229757,91442.0
545,GA,Ware,32.6781248,-83.2229757,35592.8
546,GA,Warren,32.6781248,-83.2229757,5297.0
547,GA,Washington,32.6781248,-83.2229757,20435.6
548,GA,Wayne,32.6781248,-83.2229757,29787.6
549,GA,Webster,32.6781248,-83.2229757,2609.8
550,GA,Wheeler,32.6781248,-83.2229757,7927.8
551,GA,White,32.6781248,-83.2229757,29489.2
552,GA,Whitfield,32.6781248,-83.2229757,104237.2
553,GA,Wilcox,32.6781248,-83.2229757,8823.6
554,GA,Wilkes,32.6781248,-83.2229757,9844.2
555,GA,Wilkinson,32.6781248,-83.2229757,9010.2
556,GA,Worth,32.6781248,-83.2229757,20493.6
557,HI,Hawaii,20.46,-157.505,1422093.8
558,HI,Hawaii,20.46,-157.505,199458.8
559,HI,Honolulu,20.46,-157.505,984821.2
560,HI,Kalawao,20.46,-157.505,86.8
561,HI,Kauai,20.46,-157.505,71769.2
562,HI,Maui,20.46,-157.505,165957.8
563,ID,Idaho,45.4945756,-114.1424303,1717751.0
564,ID,Ada,45.4945756,-114.1424303,456849.4
565,ID,Adams,45.4945756,-114.1424303,4097.4
566,ID,Bannock,45.4945756,-114.1424303,85764.8
567,ID,Bear Lake,45.4945756,-114.1424303,5999.6
568,ID,Benewah,45.4945756,-114.1424303,9138.0
569,ID,Bingham,45.4945756,-114.1424303,45839.2
570,ID,Blaine,45.4945756,-114.1424303,22372.6
571,ID,Boise,45.4945756,-114.1424303,7378.2
572,ID,Bonner,45.4945756,-114.1424303,43611.0
573,ID,Bonneville,45.4945756,-114.1424303,114392.2
574,ID,Boundary,45.4945756,-114.1424303,11845.2
575,ID,Butte,45.4945756,-114.1424303,2581.4
576,ID,Camas,45.4945756,-114.1424303,1095.0
577,ID,Canyon,45.4945756,-114.1424303,217633.2
578,ID,Caribou,45.4945756,-114.1424303,6953.0
579,ID,Cassia,45.4945756,-114.1424303,23689.8
580,ID,Clark,45.4945756,-114.1424303,866.2
581,ID,Clearwater,45.4945756,-114.1424303,8673.0
582,ID,Custer,45.4945756,-114.1424303,4168.6
583,ID,Elmore,45.4945756,-114.1424303,26743.4
584,ID,Franklin,45.4945756,-114.1424303,13464.4
585,ID,Fremont,45.4945756,-114.1424303,13020.4
586,ID,Gem,45.4945756,-114.1424303,17330.8
587,ID,Gooding,45.4945756,-114.1424303,15147.8
588,ID,Idaho,45.4945756,-114.1424303,16410.6
589,ID,Jefferson,45.4945756,-114.1424303,28534.4
590,ID,Jerome,45.4945756,-114.1424303,23730.0
591,ID,Kootenai,45.4945756,-114.1424303,157322.4
592,ID,Latah,45.4945756,-114.1424303,39504.8
593,ID,Lemhi,45.4945756,-114.1424303,7846.8
594,ID,Lewis,45.4945756,-114.1424303,3838.2
595,ID,Lincoln,45.4945756,-114.1424303,5350.0
596,ID,Madison,45.4945756,-114.1424303,39099.8
597,ID,Minidoka,45.4945756,-114.1424303,20704.6
598,ID,Nez Perce,45.4945756,-114.1424303,40216.8
599,ID,Oneida,45.4945756,-114.1424303,4385.2
600,ID,Owyhee,45.4945756,-114.1424303,11552.4
601,ID,Payette,45.4945756,-114.1424303,23259.8
602,ID,Power,45.4945756,-114.1424303,7671.0
603,ID,Shoshone,45.4945756,-114.1424303,12609.4
604,ID,Teton,45.4945756,-114.1424303,11425.6
605,ID,Twin Falls,45.4945756,-114.1424303,84869.0
606,ID,Valley,45.4945756,-114.1424303,10709.0
607,ID,Washington,45.4945756,-114.1424303,10056.6
608,IL,Illinois,39.739318,-89.504139,12770632.0
609,IL,Adams,39.739318,-89.504139,66085.0
610,IL,Alexander,39.739318,-89.504139,6260.2
611,IL,Bond,39.739318,-89.504139,16588.6
612,IL,Boone,39.739318,-89.504139,53537.2
613,IL,Brown,39.739318,-89.504139,6628.0
614,IL,Bureau,39.739318,-89.504139,33122.2
615,IL,Calhoun,39.739318,-89.504139,4829.6
616,IL,Carroll,39.739318,-89.504139,14466.4
617,IL,Cass,39.739318,-89.504139,12493.2
618,IL,Champaign,39.739318,-89.504139,209922.4
619,IL,Christian,39.739318,-89.504139,32931.4
620,IL,Clark,39.739318,-89.504139,15715.6
621,IL,Clay,39.739318,-89.504139,13287.0
622,IL,Clinton,39.739318,-89.504139,37633.6
623,IL,Coles,39.739318,-89.504139,51353.0
624,IL,Cook,39.739318,-89.504139,5198274.8
625,IL,Crawford,39.739318,-89.504139,18972.0
626,IL,Cumberland,39.739318,-89.504139,10835.6
627,IL,DeKalb,39.739318,-89.504139,104366.0
628,IL,De Witt,39.739318,-89.504139,15931.8
629,IL,Douglas,39.739318,-89.504139,19622.8
630,IL,DuPage,39.739318,-89.504139,929059.6
631,IL,Edgar,39.739318,-89.504139,17406.6
632,IL,Edwards,39.739318,-89.504139,6455.4
633,IL,Effingham,39.739318,-89.504139,34136.8
634,IL,Fayette,39.739318,-89.504139,21564.8
635,IL,Ford,39.739318,-89.504139,13270.4
636,IL,Franklin,39.739318,-89.504139,38923.4
637,IL,Fulton,39.739318,-89.504139,35092.0
638,IL,Gallatin,39.739318,-89.504139,5064.4
639,IL,Greene,39.739318,-89.504139,13131.6
640,IL,Grundy,39.739318,-89.504139,50665.8
641,IL,Hamilton,39.739318,-89.504139,8175.8
642,IL,Hancock,39.739318,-89.504139,17983.0
643,IL,Hardin,39.739318,-89.504139,3938.8
644,IL,Henderson,39.739318,-89.504139,6809.0
645,IL,Henry,39.739318,-89.504139,49267.4
646,IL,Iroquois,39.739318,-89.504139,27812.0
647,IL,Jackson,39.739318,-89.504139,57976.6
648,IL,Jasper,39.739318,-89.504139,9594.0
649,IL,Jefferson,39.739318,-89.504139,37984.6
650,IL,Jersey,39.739318,-89.504139,21937.4
651,IL,Jo Daviess,39.739318,-89.504139,21588.2
652,IL,Johnson,39.739318,-89.504139,12494.0
653,IL,Kane,39.739318,-89.504139,531376.2
654,IL,Kankakee,39.739318,-89.504139,110637.0
655,IL,Kendall,39.739318,-89.504139,126054.4
656,IL,Knox,39.739318,-89.504139,50508.2
657,IL,Lake,39.739318,-89.504139,701473.2
658,IL,LaSalle,39.739318,-89.504139,109736.8
659,IL,Lawrence,39.739318,-89.504139,16033.0
660,IL,Lee,39.739318,-89.504139,34389.4
661,IL,Livingston,39.739318,-89.504139,36039.6
662,IL,Logan,39.739318,-89.504139,29002.8
663,IL,McDonough,39.739318,-89.504139,30479.0
664,IL,McHenry,39.739318,-89.504139,307714.2
665,IL,McLean,39.739318,-89.504139,172578.4
666,IL,Macon,39.739318,-89.504139,105527.6
667,IL,Macoupin,39.739318,-89.504139,45463.2
668,IL,Madison,39.739318,-89.504139,264776.0
669,IL,Marion,39.739318,-89.504139,37743.2
670,IL,Marshall,39.739318,-89.504139,11679.0
671,IL,Mason,39.739318,-89.504139,13621.4
672,IL,Massac,39.739318,-89.504139,14218.6
673,IL,Menard,39.739318,-89.504139,12306.4
674,IL,Mercer,39.739318,-89.504139,15588.8
675,IL,Monroe,39.739318,-89.504139,34168.2
676,IL,Montgomery,39.739318,-89.504139,28827.8
677,IL,Morgan,39.739318,-89.504139,34247.0
678,IL,Moultrie,39.739318,-89.504139,14640.6
679,IL,Ogle,39.739318,-89.504139,51024.8
680,IL,Peoria,39.739318,-89.504139,182769.6
681,IL,Perry,39.739318,-89.504139,21250.6
682,IL,Piatt,39.739318,-89.504139,16401.2
683,IL,Pike,39.739318,-89.504139,15672.2
684,IL,Pope,39.739318,-89.504139,4203.4
685,IL,Pulaski,39.739318,-89.504139,5510.0
686,IL,Putnam,39.739318,-89.504139,5721.2
687,IL,Randolph,39.739318,-89.504139,32295.2
688,IL,Richland,39.739318,-89.504139,15766.2
689,IL,Rock Island,39.739318,-89.504139,143873.0
690,IL,St. Clair,39.739318,-89.504139,262338.2
691,IL,Saline,39.739318,-89.504139,23993.6
692,IL,Sangamon,39.739318,-89.504139,196861.4
693,IL,Schuyler,39.739318,-89.504139,6953.4
694,IL,Scott,39.739318,-89.504139,5004.6
695,IL,Shelby,39.739318,-89.504139,21737.2
696,IL,Stark,39.739318,-89.504139,5446.8
697,IL,Stephenson,39.739318,-89.504139,45092.6
698,IL,Tazewell,39.739318,-89.504139,133195.2
699,IL,Union,39.739318,-89.504139,16968.4
700,IL,Vermilion,39.739318,-89.504139,77562.6
701,IL,Wabash,39.739318,-89.504139,11546.4
702,IL,Warren,39.739318,-89.504139,17145.8
703,IL,Washington,39.739318,-89.504139,14058.0
704,IL,Wayne,39.739318,-89.504139,16402.4
705,IL,White,39.739318,-89.504139,13868.2
706,IL,Whiteside,39.739318,-89.504139,56015.6
707,IL,Will,39.739318,-89.504139,689315.2
708,IL,Williamson,39.739318,-89.504139,67102.0
709,IL,Winnebago,39.739318,-89.504139,284819.2
710,IL,Woodford,39.739318,-89.504139,38699.8
711,IN,Indiana,39.7662195,-86.441277,6665704.0
712,IN,Adams,39.7662195,-86.441277,35376.0
713,IN,Allen,39.7662195,-86.441277,372575.0
714,IN,Bartholomew,39.7662195,-86.441277,82480.6
715,IN,Benton,39.7662195,-86.441277,8676.6
716,IN,Blackford,39.7662195,-86.441277,12013.4
717,IN,Boone,39.7662195,-86.441277,65544.2
718,IN,Brown,39.7662195,-86.441277,15064.4
719,IN,Carroll,39.7662195,-86.441277,20074.4
720,IN,Cass,39.7662195,-86.441277,37879.6
721,IN,Clark,39.7662195,-86.441277,116506.8
722,IN,Clay,39.7662195,-86.441277,26234.4
723,IN,Clinton,39.7662195,-86.441277,32273.2
724,IN,Crawford,39.7662195,-86.441277,10568.8
725,IN,Daviess,39.7662195,-86.441277,33119.6
726,IN,Dearborn,39.7662195,-86.441277,49479.0
727,IN,Decatur,39.7662195,-86.441277,26561.6
728,IN,DeKalb,39.7662195,-86.441277,42927.4
729,IN,Delaware,39.7662195,-86.441277,115020.4
730,IN,Dubois,39.7662195,-86.441277,42543.0
731,IN,Elkhart,39.7662195,-86.441277,204557.8
732,IN,Fayette,39.7662195,-86.441277,23194.4
733,IN,Floyd,39.7662195,-86.441277,77320.2
734,IN,Fountain,39.7662195,-86.441277,16429.8
735,IN,Franklin,39.7662195,-86.441277,22773.6
736,IN,Fulton,39.7662195,-86.441277,20096.0
737,IN,Gibson,39.7662195,-86.441277,33655.6
738,IN,Grant,39.7662195,-86.441277,66452.2
739,IN,Greene,39.7662195,-86.441277,32159.4
740,IN,Hamilton,39.7662195,-86.441277,323117.0
741,IN,Hancock,39.7662195,-86.441277,75164.4
742,IN,Harrison,39.7662195,-86.441277,39939.8
743,IN,Hendricks,39.7662195,-86.441277,163798.6
744,IN,Henry,39.7662195,-86.441277,48254.6
745,IN,Howard,39.7662195,-86.441277,82330.6
746,IN,Huntington,39.7662195,-86.441277,36359.4
747,IN,Jackson,39.7662195,-86.441277,44025.2
748,IN,Jasper,39.7662195,-86.441277,33446.8
749,IN,Jay,39.7662195,-86.441277,20840.0
750,IN,Jefferson,39.7662195,-86.441277,32201.0
751,IN,Jennings,39.7662195,-86.441277,27709.6
752,IN,Johnson,39.7662195,-86.441277,153716.4
753,IN,Knox,39.7662195,-86.441277,37065.4
754,IN,Kosciusko,39.7662195,-86.441277,79035.4
755,IN,LaGrange,39.7662195,-86.441277,39193.2
756,IN,Lake,39.7662195,-86.441277,485706.8
757,IN,LaPorte,39.7662195,-86.441277,110153.6
758,IN,Lawrence,39.7662195,-86.441277,45547.6
759,IN,Madison,39.7662195,-86.441277,129455.4
760,IN,Marion,39.7662195,-86.441277,951869.4
761,IN,Marshall,39.7662195,-86.441277,46461.2
762,IN,Martin,39.7662195,-86.441277,10212.2
763,IN,Miami,39.7662195,-86.441277,35814.6
764,IN,Monroe,39.7662195,-86.441277,146460.6
765,IN,Montgomery,39.7662195,-86.441277,38287.2
766,IN,Morgan,39.7662195,-86.441277,69922.2
767,IN,Newton,39.7662195,-86.441277,13992.0
768,IN,Noble,39.7662195,-86.441277,47505.8
769,IN,Ohio,39.7662195,-86.441277,5874.0
770,IN,Orange,39.7662195,-86.441277,19544.8
771,IN,Owen,39.7662195,-86.441277,20835.2
772,IN,Parke,39.7662195,-86.441277,16946.0
773,IN,Perry,39.7662195,-86.441277,19102.4
774,IN,Pike,39.7662195,-86.441277,12378.0
775,IN,Porter,39.7662195,-86.441277,168636.2
776,IN,Posey,39.7662195,-86.441277,25560.4
777,IN,Pulaski,39.7662195,-86.441277,12559.2
778,IN,Putnam,39.7662195,-86.441277,37384.0
779,IN,Randolph,39.7662195,-86.441277,24925.6
780,IN,Ripley,39.7662195,-86.441277,28391.0
781,IN,Rush,39.7662195,-86.441277,16641.2
782,IN,St. Joseph,39.7662195,-86.441277,270215.6
783,IN,Scott,39.7662195,-86.441277,23759.4
784,IN,Shelby,39.7662195,-86.441277,44437.6
785,IN,Spencer,39.7662195,-86.441277,20446.6
786,IN,Starke,39.7662195,-86.441277,22952.0
787,IN,Steuben,39.7662195,-86.441277,34452.6
788,IN,Sullivan,39.7662195,-86.441277,20729.8
789,IN,Switzerland,39.7662195,-86.441277,10684.6
790,IN,Tippecanoe,39.7662195,-86.441277,191552.6
791,IN,Tipton,39.7662195,-86.441277,15161.8
792,IN,Union,39.7662195,-86.441277,7113.2
793,IN,Vanderburgh,39.7662195,-86.441277,181291.2
794,IN,Vermillion,39.7662195,-86.441277,15539.4
795,IN,Vigo,39.7662195,-86.441277,107459.4
796,IN,Wabash,39.7662195,-86.441277,31389.4
797,IN,Warren,39.7662195,-86.441277,8236.8
798,IN,Warrick,39.7662195,-86.441277,62280.0
799,IN,Washington,39.7662195,-86.441277,27848.2
800,IN,Wayne,39.7662195,-86.441277,66342.2
801,IN,Wells,39.7662195,-86.441277,28010.6
802,IN,White,39.7662195,-86.441277,24149.2
803,IN,Whitley,39.7662195,-86.441277,33730.4
804,IA,Iowa,41.9383166,-93.389798,3139513.8
805,IA,Adair,41.9383166,-93.389798,7085.4
806,IA,Adams,41.9383166,-93.389798,3669.8
807,IA,Allamakee,41.9383166,-93.389798,13813.4
808,IA,Appanoose,41.9383166,-93.389798,12452.4
809,IA,Audubon,41.9383166,-93.389798,5570.8
810,IA,Benton,41.9383166,-93.389798,25635.6
811,IA,Black Hawk,41.9383166,-93.389798,132393.4
812,IA,Boone,41.9383166,-93.389798,26369.6
813,IA,Bremer,41.9383166,-93.389798,24863.8
814,IA,Buchanan,41.9383166,-93.389798,21118.2
815,IA,Buena Vista,41.9383166,-93.389798,20057.8
816,IA,Butler,41.9383166,-93.389798,14627.8
817,IA,Calhoun,41.9383166,-93.389798,9744.0
818,IA,Carroll,41.9383166,-93.389798,20280.6
819,IA,Cass,41.9383166,-93.389798,13091.0
820,IA,Cedar,41.9383166,-93.389798,18456.6
821,IA,Cerro Gordo,41.9383166,-93.389798,42834.0
822,IA,Cherokee,41.9383166,-93.389798,11342.8
823,IA,Chickasaw,41.9383166,-93.389798,12026.4
824,IA,Clarke,41.9383166,-93.389798,9360.0
825,IA,Clay,41.9383166,-93.389798,16211.2
826,IA,Clayton,41.9383166,-93.389798,17624.8
827,IA,Clinton,41.9383166,-93.389798,46909.2
828,IA,Crawford,41.9383166,-93.389798,17034.0
829,IA,Dallas,41.9383166,-93.389798,87098.6
830,IA,Davis,41.9383166,-93.389798,8920.4
831,IA,Decatur,41.9383166,-93.389798,7979.4
832,IA,Delaware,41.9383166,-93.389798,17183.2
833,IA,Des Moines,41.9383166,-93.389798,39385.8
834,IA,Dickinson,41.9383166,-93.389798,17126.6
835,IA,Dubuque,41.9383166,-93.389798,96982.4
836,IA,Emmet,41.9383166,-93.389798,9438.0
837,IA,Fayette,41.9383166,-93.389798,19803.2
838,IA,Floyd,41.9383166,-93.389798,15785.6
839,IA,Franklin,41.9383166,-93.389798,10162.2
840,IA,Fremont,41.9383166,-93.389798,6946.0
841,IA,Greene,41.9383166,-93.389798,8950.4
842,IA,Grundy,41.9383166,-93.389798,12298.6
843,IA,Guthrie,41.9383166,-93.389798,10669.0
844,IA,Hamilton,41.9383166,-93.389798,14996.8
845,IA,Hancock,41.9383166,-93.389798,10802.2
846,IA,Hardin,41.9383166,-93.389798,17061.0
847,IA,Harrison,41.9383166,-93.389798,14089.2
848,IA,Henry,41.9383166,-93.389798,19941.4
849,IA,Howard,41.9383166,-93.389798,9225.8
850,IA,Humboldt,41.9383166,-93.389798,9554.4
851,IA,Ida,41.9383166,-93.389798,6900.8
852,IA,Iowa,41.9383166,-93.389798,16189.2
853,IA,Jackson,41.9383166,-93.389798,19401.4
854,IA,Jasper,41.9383166,-93.389798,36971.0
855,IA,Jefferson,41.9383166,-93.389798,18147.8
856,IA,Johnson,41.9383166,-93.389798,148577.0
857,IA,Jones,41.9383166,-93.389798,20559.4
858,IA,Keokuk,41.9383166,-93.389798,10188.2
859,IA,Kossuth,41.9383166,-93.389798,14978.4
860,IA,Lee,41.9383166,-93.389798,34226.8
861,IA,Linn,41.9383166,-93.389798,223861.4
862,IA,Louisa,41.9383166,-93.389798,11177.8
863,IA,Lucas,41.9383166,-93.389798,8583.0
864,IA,Lyon,41.9383166,-93.389798,11776.4
865,IA,Madison,41.9383166,-93.389798,16012.0
866,IA,Mahaska,41.9383166,-93.389798,22164.4
867,IA,Marion,41.9383166,-93.389798,33171.6
868,IA,Marshall,41.9383166,-93.389798,39964.4
869,IA,Mills,41.9383166,-93.389798,15034.4
870,IA,Mitchell,41.9383166,-93.389798,10608.0
871,IA,Monona,41.9383166,-93.389798,8730.0
872,IA,Monroe,41.9383166,-93.389798,7806.6
873,IA,Montgomery,41.9383166,-93.389798,10052.6
874,IA,Muscatine,41.9383166,-93.389798,42889.2
875,IA,O'Brien,41.9383166,-93.389798,13835.4
876,IA,Osceola,41.9383166,-93.389798,6052.4
877,IA,Page,41.9383166,-93.389798,15268.0
878,IA,Palo Alto,41.9383166,-93.389798,9003.0
879,IA,Plymouth,41.9383166,-93.389798,25068.0
880,IA,Pocahontas,41.9383166,-93.389798,6797.4
881,IA,Polk,41.9383166,-93.389798,479612.4
882,IA,Pottawattamie,41.9383166,-93.389798,93393.4
883,IA,Poweshiek,41.9383166,-93.389798,18388.4
884,IA,Ringgold,41.9383166,-93.389798,4964.0
885,IA,Sac,41.9383166,-93.389798,9802.2
886,IA,Scott,41.9383166,-93.389798,172446.4
887,IA,Shelby,41.9383166,-93.389798,11606.2
888,IA,Sioux,41.9383166,-93.389798,34827.2
889,IA,Story,41.9383166,-93.389798,96941.0
890,IA,Tama,41.9383166,-93.389798,17032.2
891,IA,Taylor,41.9383166,-93.389798,6167.0
892,IA,Union,41.9383166,-93.389798,12357.6
893,IA,Van Buren,41.9383166,-93.389798,7149.8
894,IA,Wapello,41.9383166,-93.389798,35140.6
895,IA,Warren,41.9383166,-93.389798,50076.4
896,IA,Washington,41.9383166,-93.389798,22099.6
897,IA,Wayne,41.9383166,-93.389798,6428.8
898,IA,Webster,41.9383166,-93.389798,36545.4
899,IA,Winnebago,41.9383166,-93.389798,10534.2
900,IA,Winneshiek,41.9383166,-93.389798,20261.8
901,IA,Woodbury,41.9383166,-93.389798,102586.4
902,IA,Worth,41.9383166,-93.389798,7444.6
903,IA,Wright,41.9383166,-93.389798,12739.4
904,KS,Kansas,38.4987789,-98.3200779,2910649.2
905,KS,Allen,38.4987789,-98.3200779,12555.6
906,KS,Anderson,38.4987789,-98.3200779,7833.4
907,KS,Atchison,38.4987789,-98.3200779,16267.6
908,KS,Barber,38.4987789,-98.3200779,4591.8
909,KS,Barton,38.4987789,-98.3200779,26453.4
910,KS,Bourbon,38.4987789,-98.3200779,14608.4
911,KS,Brown,38.4987789,-98.3200779,9626.4
912,KS,Butler,38.4987789,-98.3200779,66698.0
913,KS,Chase,38.4987789,-98.3200779,2637.4
914,KS,Chautauqua,38.4987789,-98.3200779,3323.2
915,KS,Cherokee,38.4987789,-98.3200779,20178.8
916,KS,Cheyenne,38.4987789,-98.3200779,2665.4
917,KS,Clark,38.4987789,-98.3200779,2025.8
918,KS,Clay,38.4987789,-98.3200779,8081.8
919,KS,Cloud,38.4987789,-98.3200779,8938.0
920,KS,Coffey,38.4987789,-98.3200779,8253.8
921,KS,Comanche,38.4987789,-98.3200779,1772.0
922,KS,Cowley,38.4987789,-98.3200779,35351.2
923,KS,Crawford,38.4987789,-98.3200779,38967.8
924,KS,Decatur,38.4987789,-98.3200779,2860.2
925,KS,Dickinson,38.4987789,-98.3200779,18827.8
926,KS,Doniphan,38.4987789,-98.3200779,7684.2
927,KS,Douglas,38.4987789,-98.3200779,120290.4
928,KS,Edwards,38.4987789,-98.3200779,2869.0
929,KS,Elk,38.4987789,-98.3200779,2522.6
930,KS,Ellis,38.4987789,-98.3200779,28775.0
931,KS,Ellsworth,38.4987789,-98.3200779,6230.6
932,KS,Finney,38.4987789,-98.3200779,36749.6
933,KS,Ford,38.4987789,-98.3200779,34179.0
934,KS,Franklin,38.4987789,-98.3200779,25558.4
935,KS,Geary,38.4987789,-98.3200779,34025.0
936,KS,Gove,38.4987789,-98.3200779,2637.8
937,KS,Graham,38.4987789,-98.3200779,2519.0
938,KS,Grant,38.4987789,-98.3200779,7466.6
939,KS,Gray,38.4987789,-98.3200779,6039.0
940,KS,Greeley,38.4987789,-98.3200779,1253.2
941,KS,Greenwood,38.4987789,-98.3200779,6081.0
942,KS,Hamilton,38.4987789,-98.3200779,2591.4
943,KS,Harper,38.4987789,-98.3200779,5594.4
944,KS,Harvey,38.4987789,-98.3200779,34502.6
945,KS,Haskell,38.4987789,-98.3200779,4018.4
946,KS,Hodgeman,38.4987789,-98.3200779,1839.8
947,KS,Jackson,38.4987789,-98.3200779,13265.6
948,KS,Jefferson,38.4987789,-98.3200779,18889.8
949,KS,Jewell,38.4987789,-98.3200779,2884.8
950,KS,Johnson,38.4987789,-98.3200779,591506.4
951,KS,Kearny,38.4987789,-98.3200779,3906.6
952,KS,Kingman,38.4987789,-98.3200779,7340.0
953,KS,Kiowa,38.4987789,-98.3200779,2505.4
954,KS,Labette,38.4987789,-98.3200779,20118.8
955,KS,Lane,38.4987789,-98.3200779,1570.4
956,KS,Leavenworth,38.4987789,-98.3200779,80745.4
957,KS,Lincoln,38.4987789,-98.3200779,3044.4
958,KS,Linn,38.4987789,-98.3200779,9671.4
959,KS,Logan,38.4987789,-98.3200779,2805.0
960,KS,Lyon,38.4987789,-98.3200779,33250.8
961,KS,McPherson,38.4987789,-98.3200779,28566.8
962,KS,Marion,38.4987789,-98.3200779,11964.4
963,KS,Marshall,38.4987789,-98.3200779,9748.6
964,KS,Meade,38.4987789,-98.3200779,4179.6
965,KS,Miami,38.4987789,-98.3200779,33416.8
966,KS,Mitchell,38.4987789,-98.3200779,6145.4
967,KS,Montgomery,38.4987789,-98.3200779,32521.0
968,KS,Morris,38.4987789,-98.3200779,5566.0
969,KS,Morton,38.4987789,-98.3200779,2754.0
970,KS,Nemaha,38.4987789,-98.3200779,10119.8
971,KS,Neosho,38.4987789,-98.3200779,16108.0
972,KS,Ness,38.4987789,-98.3200779,2875.8
973,KS,Norton,38.4987789,-98.3200779,5445.6
974,KS,Osage,38.4987789,-98.3200779,15881.0
975,KS,Osborne,38.4987789,-98.3200779,3529.6
976,KS,Ottawa,38.4987789,-98.3200779,5822.4
977,KS,Pawnee,38.4987789,-98.3200779,6628.0
978,KS,Phillips,38.4987789,-98.3200779,5340.4
979,KS,Pottawatomie,38.4987789,-98.3200779,23847.2
980,KS,Pratt,38.4987789,-98.3200779,9451.6
981,KS,Rawlins,38.4987789,-98.3200779,2502.2
982,KS,Reno,38.4987789,-98.3200779,62764.6
983,KS,Republic,38.4987789,-98.3200779,4657.8
984,KS,Rice,38.4987789,-98.3200779,9658.0
985,KS,Riley,38.4987789,-98.3200779,75055.6
986,KS,Rooks,38.4987789,-98.3200779,5053.4
987,KS,Rush,38.4987789,-98.3200779,3058.4
988,KS,Russell,38.4987789,-98.3200779,6947.8
989,KS,Saline,38.4987789,-98.3200779,54700.6
990,KS,Scott,38.4987789,-98.3200779,4917.4
991,KS,Sedgwick,38.4987789,-98.3200779,513375.4
992,KS,Seward,38.4987789,-98.3200779,22349.0
993,KS,Shawnee,38.4987789,-98.3200779,177852.0
994,KS,Sheridan,38.4987789,-98.3200779,2505.8
995,KS,Sherman,38.4987789,-98.3200779,5937.8
996,KS,Smith,38.4987789,-98.3200779,3626.6
997,KS,Stafford,38.4987789,-98.3200779,4181.0
998,KS,Stanton,38.4987789,-98.3200779,2052.2
999,KS,Stevens,38.4987789,-98.3200779,5602.8
1000,KS,Sumner,38.4987789,-98.3200779,23114.4
1001,KS,Thomas,38.4987789,-98.3200779,7810.0
1002,KS,Trego,38.4987789,-98.3200779,2840.4
1003,KS,Wabaunsee,38.4987789,-98.3200779,6889.2
1004,KS,Wallace,38.4987789,-98.3200779,1505.8
1005,KS,Washington,38.4987789,-98.3200779,5493.4
1006,KS,Wichita,38.4987789,-98.3200779,2130.0
1007,KS,Wilson,38.4987789,-98.3200779,8688.2
1008,KS,Woodson,38.4987789,-98.3200779,3157.0
